,R,Q
5783,2.874178881376798,3
10977,6.179537221461041,3
409,6.710629792848305,3
4543,5.0778426926097096,3
28431,15.736900623613717,3
25867,3.6424545887082678,3
17731,2.882572712124517,3
14540,5.214079385503256,3
20578,2.8607089260343295,3
26731,6.601751857204343,3
4394,8.35563018107327,2
3541,6.2832681610976815,2
6271,2.7287523856517053,3
427,2.683011346653884,0
24566,5.283836670301446,2
14866,5.293862506800169,0
5536,3.7779766538883317,1
24265,6.833855428213857,3
11601,1.6485028210041124,2
1616,5.389512362254995,1
14528,19.298099065640457,1
2539,0.4238981737626253,2
5865,5.741930198723658,3
28359,4.809023733371987,3
14752,3.4880401157678165,1
23342,6.170273958578982,3
17260,11.740927074994206,0
27715,5.400185019775551,2
2735,2.6472961930634242,3
12523,0.7437613830514095,1
22104,5.496715839936626,0
21843,16.244715355616478,1
26198,1.5325073404690066,3
28640,9.334966040202804,0
17479,3.9466163676312207,3
28863,4.538790323670275,3
25961,3.7229215681240637,2
21397,4.317121580519768,2
22861,8.259259093257874,1
16383,2.328533287870152,3
23672,6.996448970355079,1
125,10.292575291345226,1
7833,3.7729729815965456,1
19467,4.436439783307468,2
29370,13.539670504608207,3
13435,8.478526615534452,3
4878,5.531331368891933,3
29456,4.471983492112889,3
3710,4.452532139433077,3
23652,4.726821998417098,3
2446,7.197956214006117,2
17553,1.64935373085493,3
13096,16.648958974724106,3
5904,0.5124739265422931,3
13667,6.844967895692939,2
5792,3.8977020800940427,1
20584,2.4327683865374192,3
19677,1.7814553708742913,3
10261,5.057601953783819,2
15339,4.913702924481516,1
15965,4.988225751147544,3
18867,4.513723948146271,1
3016,1.290724153727215,2
6914,4.632835463729748,1
15069,4.158443415825488,3
14677,7.544657397754348,1
1584,5.903715011713469,3
3290,2.467082612871276,3
14547,2.108585026950416,1
5828,6.685556885136922,3
22000,10.998950806534506,2
16262,10.3102664307272,0
29074,9.842334762989722,2
25624,2.217625134268882,3
16095,0.8277246789763589,3
18630,10.751486844837736,3
27769,5.501733199579929,3
2455,11.691854065897267,3
18265,9.292792533765471,1
18544,4.260766116356752,1
16016,3.475827315282886,2
22287,3.5135488482576975,2
10995,4.469410607661768,3
21529,1.8871276304358262,2
4802,7.933560568776074,3
16381,10.785876275846098,1
28307,6.998867111780747,3
18215,8.018174584771891,1
7357,1.9232840630323866,3
8082,15.686346866369377,3
15398,6.859242374532201,3
18697,3.234237414234502,3
13769,1.3608044573799023,1
14205,6.877038691964531,3
22563,15.263008315393801,3
3455,6.262645710040319,2
9718,4.785911340716327,3
6336,6.778458634396868,3
16312,8.014064642131835,3
8943,8.962589119322976,3
10624,9.97829556605866,0
29292,3.150710474809649,2
11363,2.4803048870745266,3
1928,3.8373978473963843,3
13291,5.7687200519307265,3
4479,9.235527938574288,1
11089,4.229409526981789,2
23975,6.590080700859543,3
20144,1.7290229509918986,1
24056,11.780102811280317,0
20017,5.66652218221288,1
15880,2.039479946784809,1
6056,5.921908488581719,2
27834,3.224060790725875,3
18685,5.97702810025702,2
738,4.903696005096843,3
8181,5.449510441413586,3
3806,34.90495967743729,3
17954,1.4402573557025111,2
8440,16.112678214892494,3
13306,3.5758924021281038,3
14450,5.795434963531893,1
24485,2.4051120240334525,1
16185,5.885192272102906,3
2388,9.361563319219435,3
19570,7.285341609864815,3
26460,6.132285223183258,3
12285,16.435981702885822,0
21600,1.7482353583450405,3
9199,5.063030910127868,2
25844,19.90311440596497,3
6554,1.1788132865684817,0
8892,2.8051219210353513,1
10714,8.13949378506551,1
8328,11.455181571297057,3
15164,2.853859983176398,3
17614,5.091881436769771,3
10555,4.323091787731137,0
2688,4.711870022423554,2
12645,2.6170650424853483,3
15753,9.7193876557493,3
13771,12.017469413316942,2
9807,7.411583922491123,2
12619,4.8898362237615896,2
6054,5.39558156179748,3
28611,5.924227386428713,2
7619,2.498174329722657,3
24335,12.1759782189648,2
1018,9.339848113034202,2
3347,4.015676535496767,3
8445,2.4880008650428973,3
20960,7.230678848880817,1
7231,8.720674775578118,3
13466,11.326897915817467,3
29151,6.548391997672259,3
11830,4.324195467779527,1
9145,3.3230620997311804,3
9902,9.397588472214327,3
5252,8.896517132495196,2
16199,8.125116056830723,1
29013,1.8462083672194531,3
11951,5.098414627600255,3
3632,3.3923664711387014,3
10309,3.0736825787149504,3
13688,18.015200426795367,2
10065,4.591135682392447,3
10604,1.9354447398606456,0
21444,2.816857215640114,1
5346,8.112230041001244,3
28596,4.104566455513746,3
9931,4.140012769801068,2
3873,6.215536825942226,3
8443,4.969355532436781,3
3741,4.280504438634634,3
27311,9.031233222468186,3
5717,1.4280696385879832,3
11301,3.1625933122108676,1
14473,3.9469282148993092,3
14781,7.684537483054859,3
5752,4.067917303708067,1
20669,7.187036056739707,3
20592,5.930020636751352,3
14244,1.4691982479557961,1
12676,2.1898489409740405,3
3125,9.587557734255014,3
29124,3.972177380409975,1
1871,18.946148918019563,2
9794,6.560545423316235,3
20386,4.741728308181822,3
3241,2.862330715653435,2
26291,1.5915998896488617,3
9569,2.106790970060396,1
4872,2.6429208861916598,1
2215,7.87583047174725,1
8032,2.261896800092813,3
8903,10.249247472679961,1
1661,6.409145465404885,2
2642,25.062254925038552,3
27513,11.672374627007482,3
25316,3.9186743780748126,3
19968,4.26295811755583,3
17238,5.07860872398531,2
23318,0.5477290364800558,2
5795,3.6236275253928634,1
5431,6.032724643192319,2
23757,3.7201164767107437,3
6865,5.118758430083519,1
244,5.461519766493504,2
23096,1.6881268453405318,1
13605,1.5041130086636618,3
16218,22.390098119482925,2
7363,1.9213523312958292,1
22515,4.918918070038281,1
23739,6.962510801249709,1
3548,11.931872898391536,2
16743,2.301440790608786,3
17712,10.46315736613765,3
6451,6.1416566670577915,2
17372,4.779644312375365,2
10316,7.23814735429455,2
20029,4.615863112866209,2
12826,3.9882642516814393,3
14682,4.44781298495013,3
25150,1.7051748902400767,3
4890,3.6955543093659897,3
29112,24.945214451737172,3
14340,3.438018469314204,3
24145,1.8231752429388386,3
22457,3.1373732272777106,3
1223,6.837482365621904,3
17968,0.9693110667308609,3
23449,4.923169494439238,2
5863,3.0057709254608524,3
12378,5.784431884233551,3
21398,1.3624453349299959,1
10214,6.6298350696448765,3
26767,9.570377364371915,3
19985,5.246690178771399,3
11376,17.69485025086348,3
8248,14.002180222220833,3
16455,12.94127329044164,3
15757,4.367103674989641,3
19470,12.923320319331573,1
8093,5.863066352132629,1
3995,2.8997463339132827,1
22027,1.1188940654542496,3
18704,2.3867553320821275,3
20082,5.682065925607515,2
29515,4.393821314046899,2
22158,2.303662724222529,3
17482,8.815647653613166,1
15476,10.763896636382986,2
25916,1.4329487327546095,3
21331,1.1883843975107484,3
29367,0.24853914330257842,2
19756,2.7616336196655453,3
10092,0.8178622860395255,3
19163,6.943098023856239,3
8349,19.82249825831815,1
3984,4.953500416777146,3
9094,1.2970377124187564,1
15274,1.7890589632441147,1
29724,1.0760116041906789,3
16363,2.6174662308063006,3
26533,9.34942260870816,3
19226,6.443286665992976,1
28465,2.9050395968935963,3
9402,6.503736323464503,1
28665,10.304162829074514,3
14478,8.514776606750829,3
11210,2.594515879112175,3
26630,4.5570842021651465,1
24023,1.1326147115795253,2
27066,3.216785069172057,2
23324,0.6998677537453681,3
9668,5.996674053585883,3
3756,9.300067421389087,0
24367,8.942284513985133,3
13557,4.4543421973529265,3
11568,2.9142591758390703,3
3574,3.3529879101716746,1
5546,8.615981561122608,3
463,5.800540713895998,1
21426,16.488915725576746,3
21939,3.7864856989695452,3
9774,2.6087969840258363,2
6586,3.3869559508951825,3
9382,6.030885832179264,2
5208,8.449174269442903,3
7981,2.6910678999495787,2
16379,6.882946468849726,1
96,16.26622655933528,3
14954,10.377747959336979,1
13465,5.5154950006204935,3
983,9.807754468526893,3
2767,4.471644718003507,3
20048,3.3528852911356046,1
25399,5.189573738838639,1
14863,10.578260290892466,3
29830,12.399499317536332,3
18793,5.8680961242524035,1
6106,14.929902721556292,3
8814,2.8244605344715157,1
26496,1.9233003852319697,3
17727,3.948897992338087,2
2347,10.428172908038498,2
23409,2.7802727466987323,0
28683,8.106006337462041,1
19730,1.643121915381136,3
22690,15.806536413154497,1
8370,5.710403779864403,3
8945,3.9891786438111896,2
28281,4.033823795494794,2
13391,2.3207620056852,3
20098,7.675141536433051,2
28390,7.634170029375479,2
4562,10.813920837192512,2
16010,2.4558354173930943,3
26008,2.383275067960062,1
5078,3.5635771646364596,3
18088,2.5245320890491247,3
1527,1.7357323821886166,1
14621,1.5841751926778853,1
20496,4.321292405519705,2
20726,2.261606298301462,3
15953,2.917354045049306,3
4586,14.43214027106902,3
9939,6.039352565400674,1
22625,5.7595419843797675,3
5130,10.445771236289488,0
818,11.49261005657814,0
17411,4.214641990983771,3
2824,1.8878999522763813,3
15500,16.54081120895924,2
27552,4.1519352524892685,3
7723,2.9405681603730023,3
25958,2.1087639175152293,2
16792,4.774086927776628,1
15221,4.88443890276548,3
22974,6.865014555131942,2
7073,14.157773921702702,3
951,2.0402443255252845,1
6084,1.9725404717596366,3
29025,3.3292710336702447,3
18865,0.9772392845390616,3
12301,7.107471611203313,3
27730,2.800272493831088,2
13559,10.617521547718262,3
27353,2.4852004369194725,3
13879,4.328884579269035,3
17957,3.644386231548863,3
18564,10.954940199441591,3
16071,21.51504114248219,2
17946,2.3684120210523854,3
16498,3.0289617230769545,2
8403,4.1965056024536445,3
11981,2.1856802948668017,3
502,5.917772648108545,2
21333,5.237487067760878,2
27237,5.2002948185494615,3
27287,2.0997769850366486,2
12874,8.5384213879694,3
26680,9.202339356833269,1
22381,5.541896271164046,3
28037,7.454614384885437,3
3090,11.14449335579156,0
17150,1.3308004282253934,3
5037,8.00925680215531,3
13234,5.334825786536095,3
10942,12.208323955097203,3
17431,2.97871655035722,1
13601,5.285147545789625,1
2546,3.7787822596895797,3
7757,16.906957381415488,3
20771,9.950205912028817,3
27883,2.969219989352183,2
1486,0.6000358025776612,3
29183,1.047267341620643,3
6385,3.6126194263605163,3
14019,4.322158799978451,3
1974,3.9340862787486666,3
20741,3.972200377582914,3
5773,8.025687948235014,3
3544,6.549015691374203,2
27803,1.5253580722343667,1
29753,8.219915049019844,3
27150,0.9223470310765093,3
7394,7.526739911371828,3
14267,5.223514366749813,3
19215,5.2766210249367935,3
29641,8.536271730719605,3
26259,3.336609745023077,3
12832,7.120911874401006,3
22710,8.862865185395057,2
29092,1.0810906245647134,3
17087,4.51789404307679,3
2033,5.287584110462841,3
16210,10.396641260070865,3
23066,3.007256092232538,2
18171,5.003230344116043,3
191,8.735528785355651,1
23979,7.141043767237715,3
19432,2.0297649018382264,3
6989,4.87639792772487,1
19634,3.7937793030300786,3
23167,14.669623322938534,2
14491,1.0993795482187247,2
17358,2.4469304837275088,3
28963,4.02320025532141,3
20376,10.878073219684183,2
19032,6.810567953134236,1
15190,4.232252720402452,3
5031,2.987293439714416,3
12715,27.927303061667104,3
19465,2.0541265741785564,3
21947,2.7830550167713377,3
7846,12.5312891410625,3
12835,2.068954651978504,1
13971,6.837725265113102,1
29810,8.72660389556234,3
21524,1.7057385492316657,3
11354,4.0317815476956484,3
4885,0.8025682668760268,2
12975,1.0465520701574222,3
25457,4.8972905903686135,3
21278,1.8333027027984832,3
13289,2.3416381105499124,2
25083,7.2581404246267684,3
24199,12.852465511942775,1
11369,9.041271224124204,3
20341,3.442418699366461,1
1762,1.649628816545348,1
6275,4.302213230094218,3
8173,7.334228365099947,3
9053,4.211031420530073,1
2964,4.822962655298373,3
17808,5.365552495971454,3
8076,10.062599721973635,2
9428,11.303321390084164,1
2403,7.658255569069932,1
15114,2.69700930881677,3
13825,12.638198140587079,3
23057,5.121388540985744,1
5088,1.6204580669638942,2
3015,6.3444168803913445,2
25189,6.015774466081741,3
13651,12.73777358276502,3
18914,4.108928306958109,0
10634,8.792521747439732,3
13021,13.231489352974226,3
17332,2.456553623401597,0
3233,7.766263548666398,2
25426,7.422740094012429,2
5958,3.7377926353186934,3
6984,3.1625384965778736,2
26612,4.209692277845914,2
6806,5.945917065068207,3
23784,8.481127548106848,3
2702,14.183061635721486,0
12726,0.8562603014706841,0
7452,8.411987953224628,2
12346,6.5003939550670555,3
20428,2.9876981890853473,2
23976,7.704992281765421,2
6667,1.1569477910105812,3
13302,6.605432354084266,2
24877,7.298711132221591,3
18510,1.9731793292857773,2
3114,2.6454742768552606,3
26652,4.8347411775735605,1
19882,15.524966505239474,1
3018,1.8191046455115343,3
18003,9.498934064048964,3
12121,4.965007193793733,3
10670,9.65707670475837,3
19953,2.854573413721411,1
4645,5.635701795895459,3
11761,16.452106269605384,1
8263,5.056977161483606,1
7116,6.435661251298047,3
25630,8.815655613014712,3
700,14.330061071577905,3
22196,9.887155848987042,3
27570,3.4475203353583526,3
19642,6.256002353177964,3
7316,3.0692384493528992,2
7029,1.5771780941821776,1
23610,3.8238379813441385,3
1175,2.0362920388966534,3
11678,6.0150669079890715,2
18967,16.264783319114848,2
3031,3.354977412430051,3
144,4.568662125824423,3
12337,0.7001250737487894,0
2,4.146850753112861,3
13857,15.334512472565864,0
532,4.749648966794145,3
10280,1.6371260273070383,3
2752,5.462135764435939,1
6848,4.97201044752892,3
4298,6.84739020213845,2
15216,3.043904043382049,0
11661,1.7665983321607022,3
27687,8.16099535618561,3
15236,7.385944244006232,3
18918,5.051245856570562,2
8336,9.591622385606058,2
28751,13.865766272459748,3
13512,0.877105781293049,3
20847,2.266453160513654,3
15719,1.8260926097025183,3
11083,4.357737522823867,3
5009,1.5898271654123692,3
7630,3.0541584569650673,3
11708,3.895992255054999,0
2081,8.914365140562863,3
5525,9.946043810370842,3
1455,7.696153901212657,1
8229,1.5561894681543404,1
6326,5.817213070302917,2
16345,1.8799590834118098,3
21688,2.193131817298932,1
2244,2.0586974736291213,0
11915,6.504046859460447,3
3979,3.583621771921961,3
20656,8.852385942956213,3
22231,14.663970629643911,3
16809,2.2315665579678146,2
7952,4.391610028079556,3
4629,2.943301276886947,3
23210,2.4226043419369647,1
670,2.0653614697280016,3
2568,7.840684281767556,1
22273,6.605771590710422,3
18669,2.1498773902961954,3
26153,1.6398011390376537,1
23687,1.5261315107917917,3
24948,4.360215820984131,3
27778,1.981701741034401,2
6948,3.1462626015143496,1
9343,3.8535100433982574,3
14075,5.716323620595306,3
7090,4.530327063358684,2
29933,20.27594551207973,3
20358,3.260439106925412,3
9229,8.904598055768119,2
10045,7.300322502781061,3
15352,5.487325741333292,3
3197,6.988586832678056,3
16739,5.585244134615257,3
7257,2.1657339836260903,3
10463,3.417101395864897,3
1497,6.407699340716427,3
22638,4.798618719871964,1
3048,4.470825385679907,2
5400,5.013586442234242,2
12190,3.5705096028372463,3
11252,5.171580391615136,3
16317,14.47239927040852,1
16414,2.0042711225690857,2
2893,11.253431608125888,3
13939,2.6231123727200374,1
21614,1.873369536326504,0
11096,6.54590924562844,3
27330,5.517352326211354,1
27455,4.958894082243448,2
3203,4.599886172122792,0
2845,3.5821153120705675,3
6749,9.239114996571194,3
5506,8.9222856265466,2
4924,4.457926277241179,3
5420,7.659673817139743,1
27588,10.36369760415001,2
1015,3.352759064684272,2
23308,10.110062042957827,2
11910,3.149366245897084,2
8168,1.574298416540475,3
13643,4.912269782734353,1
27059,6.250911791836395,2
5708,2.5201279732214985,3
9156,13.985430062183456,2
25960,2.6927514841826663,3
928,11.152693778619344,3
21145,5.222722268938286,2
10461,4.713803161555658,1
25520,4.77481615818307,1
857,16.167092940127294,3
17729,6.683215558888172,2
14079,9.106284322176357,3
6765,8.53964214853656,3
19472,6.978701869935588,0
13087,3.8818799107082427,1
26068,2.849012657068391,3
28524,15.082019148369342,1
13324,2.119160458397202,3
27825,2.6285547051071543,2
13299,3.016412014650963,3
14436,19.168466017556092,3
12133,3.2126372564789802,0
3135,8.320508575094841,2
16416,4.595159568779315,3
16215,2.035783023630022,3
28078,4.965301734014228,3
19442,3.181628903455847,3
13892,7.914796778816756,2
18593,5.879469794694713,1
3794,10.551656984640653,2
3880,5.127477957124332,2
6831,4.934897120793499,2
8859,2.8534950023301033,3
23901,1.6591062162501902,1
15629,0.7055518879911739,2
1542,4.346130281780317,1
6756,2.172209393683479,2
9511,2.995123613500403,3
17454,10.756901059342512,2
25848,2.006108193770874,3
2677,4.471217099743943,1
2829,3.046887765620703,0
7824,8.4349093403492,3
28582,4.7426345617535075,3
6414,1.0727871678299115,1
29032,12.848466101049631,3
6255,8.682099112118584,3
13161,2.713674976418807,1
19220,2.440477290100175,1
22097,5.282219014283861,0
7876,3.072283247387959,2
6444,4.172461115372654,3
27845,6.483857241905687,3
27812,2.019398980185586,2
13376,10.744025650050459,3
490,7.873759545168518,3
4612,4.244405076022537,3
14018,14.768923447872536,1
20865,4.827010360975231,3
18663,0.8474038864633304,2
11462,2.6935661645604467,2
9359,3.9243217911485537,3
17167,3.4964203437326185,1
10176,1.8835130776466582,3
23507,6.477095750988649,0
24960,3.4918287775362833,1
20177,1.0240966221807057,3
21861,4.098189368599027,1
10256,3.76265359125514,3
21620,7.714064512485866,1
27546,0.2770472518091648,3
3121,3.1309006903369667,2
8594,3.96684898007463,3
22207,2.7314390113235505,3
29472,4.968875170190889,3
23751,1.1234248334868173,3
13542,10.151137932933425,3
7590,4.886586049103956,1
17026,8.80680033803456,3
19964,2.4717617726431125,3
5236,16.11589093084447,3
3929,15.327578696940247,0
20457,6.709529962572333,2
12479,8.52947418292799,3
19034,7.148678179231931,2
661,3.8444989906373515,3
17813,16.332634915257447,1
11586,2.0897788584799106,3
199,3.2823961878607353,1
2606,8.354479187964426,1
19951,2.2733359855005304,3
1266,2.8130224630282292,3
26895,3.921910328131956,3
22937,5.452949795469856,0
23692,10.428531492886489,3
25764,19.088928019498393,3
24590,3.279669187436082,2
17360,7.211079935946534,3
10672,21.92184042684739,2
3834,9.71765052979649,3
23805,8.832717263685465,2
1538,3.2547221208739634,3
25954,1.7141847731486637,3
5952,2.4764916495584473,3
20129,9.608817151621366,0
20759,2.0778224014599864,2
16859,6.565821868547445,2
275,1.1281055662264652,3
26089,8.926171908304127,3
27403,5.794386108775565,1
3085,5.786973401355108,1
27510,1.4477473142288617,0
29036,2.4232254224015017,0
23311,6.936785144525615,1
18920,11.081096044062376,3
19265,5.225107107608235,3
26741,15.615770342000578,3
15222,1.43586825694425,3
20113,2.275202610041341,3
20949,9.40219093529948,2
1590,3.9000989660184664,1
18227,9.834781342119724,3
29884,6.003384517683763,0
22826,2.6649876505456738,2
21594,5.03276782593874,1
24452,2.1761879923665415,3
11973,7.633491743417659,3
6304,5.20033934316246,1
21338,10.958108496973411,3
20921,2.451091355555082,3
7199,3.692777832915024,1
29355,4.999920870487354,3
26698,2.2620909060289605,3
12449,1.4918779042273966,3
9043,2.2511111096896173,3
6363,4.526808436929096,3
26564,1.82713922448262,0
22977,8.65091955960311,3
10510,24.515779561941326,1
12288,2.6989614361150656,3
13827,7.9712262902664,1
2908,10.534514504141956,1
17609,2.1920231581417777,3
19170,2.2206694586176092,3
19218,8.287355609794863,3
10374,3.79453385240076,1
7370,5.245715608314297,3
547,7.925198035643792,1
10085,11.456462118189293,1
16931,3.1584572786276075,2
9852,10.254388952001712,3
14469,1.858056568191339,2
12685,5.2756636516444635,3
2560,3.1886304744570007,3
2268,9.277436962026297,3
6312,2.5558384845593825,3
7080,7.9322858153533105,2
1278,5.337768381913757,3
13333,2.4322018877107077,1
26127,8.698460863615576,3
7647,6.472143344869281,3
9449,4.256210123742719,1
1236,4.102997914646607,3
25299,4.088474364504128,2
21272,3.902438002319932,3
8242,10.206482084498276,3
24445,2.193020399680831,2
2837,5.388533751664632,3
3652,5.7631866107937455,3
14678,7.141576042727394,3
2766,2.661358025494696,3
8530,5.308530780170549,3
9500,8.34540193486352,1
11990,5.169123399560477,1
1764,9.317042283884383,3
21817,4.999091770445628,3
21067,0.8896979226217137,3
2813,2.7344100359331467,1
10962,3.6535267063657457,2
6558,13.079440120555315,2
14556,2.634417533327605,1
1837,5.798730767776989,3
261,4.761152375907501,3
17818,3.893667796773109,2
18821,4.2220182069027565,3
5318,6.810707368589721,3
17989,5.15782580762332,3
23291,4.727072269389236,3
15364,3.068322064070484,3
2605,11.132015605250295,3
4057,6.281841669497703,3
22654,7.436377519121898,3
24710,1.0229939927333405,3
15113,2.260112987851489,3
13922,4.898845177166743,3
14524,3.495946360306295,3
20615,1.383216105801703,3
16489,5.607672620406616,3
13513,2.370800574437648,1
18347,3.2015958132469002,3
241,1.1011612154789177,3
9818,2.0793530781592757,3
1413,1.5381132308834473,1
10554,9.17247693157874,3
8834,12.147900891078855,2
16890,3.4190226110742303,0
25134,2.748234630474981,3
7246,3.959021164682216,3
8690,5.843195349740954,3
29923,2.093401552964321,3
6579,10.860687158240765,3
23795,10.393161697091065,2
18359,5.1134566078735135,2
18219,3.6500893660348326,1
7522,2.8380250259959556,2
29047,2.2862919747163772,3
29564,10.327535860613875,3
3475,10.075522606680243,3
17492,23.60989428250697,3
29018,1.8364634219934755,1
570,3.9884089337165625,2
21214,1.993400202451162,3
18675,8.903036356860694,1
1289,15.673550777221587,1
24873,4.484243815598182,0
20317,8.010925458590535,3
1139,10.719693936792293,3
770,4.410806332072395,3
7064,8.977497028881421,1
19128,5.021509346405432,1
5076,6.11610222544969,2
22176,8.358723341927863,0
10498,4.748632082123598,1
13678,15.409291021694653,2
26075,1.6569761761896336,3
11899,11.758318327215942,3
27470,7.303832479900134,3
968,10.495578144080419,1
8067,2.415182133491961,0
17663,7.249003972021757,3
9646,6.716738333913279,2
8746,7.606554922026858,3
7110,6.153589281097394,1
25184,8.145871994231424,0
16553,5.77313790121666,0
642,14.369442068314042,3
29857,6.240096109494526,3
13086,6.517813965539077,3
26063,2.7357371415826535,0
18066,1.1213339363322676,3
8501,5.026867309619509,0
10693,4.844693820138524,1
19225,5.50287279847467,1
7834,2.3136442953567715,3
6684,12.10819354196886,1
13252,3.1538394916134296,2
4446,9.510275185447494,2
29101,2.153293959337339,3
10550,3.6104749133689857,1
20133,4.461105448643235,3
10339,4.131608977881839,2
13288,1.0257802145476371,2
29937,4.338405762307302,3
5342,5.025405751706778,3
14891,5.218412731307453,3
10901,3.9625082055504723,3
27325,12.535666733269053,3
8503,3.635578538824484,1
17857,5.129405265097718,3
27110,10.818668090095274,3
6477,19.32322599871188,3
57,3.835304751692941,1
22909,9.725909021162842,1
11402,7.5343894412979235,1
22913,4.576072633251459,2
21572,2.6032765683055485,3
19702,2.7138077621571646,3
10122,5.154535595461116,2
5341,7.635713664413149,3
13703,3.0019684342506716,0
24242,4.750302827095524,3
12315,15.383623420359095,3
22606,5.418368912178247,3
14732,11.949110950234685,2
13043,8.860720308610595,1
21447,15.415913400428584,1
20212,4.816362588469075,1
24073,12.22884571951804,3
18255,1.972258547140743,3
8350,5.648589208658173,3
22009,2.4506906076083568,1
20034,8.0738748680811,1
12055,2.2495986422150085,3
16390,3.292482062649773,1
6201,6.638729425250963,3
26492,2.2480111163451117,3
25871,13.968570648722133,2
217,7.187370980435318,1
26274,3.6125625654042253,2
7569,4.86446188029708,2
16017,2.767077166209135,3
27992,22.139403069904997,1
26975,2.289630948588038,1
4403,11.29774995827475,3
29338,4.0323514634049715,3
14104,1.228134824345216,2
499,4.872794053277201,3
13581,2.4907808871543775,3
8745,1.2750129601816624,3
10854,5.61857731360929,3
4683,10.25753017245081,1
1205,1.5397499813236966,1
5900,1.285516343630939,0
1263,6.3429945130294705,3
5656,3.168818729382798,3
26113,1.7757046230801783,3
25281,17.811972157774722,3
12193,6.6510073546190736,3
6426,8.66626012359837,3
2520,3.09955695675911,3
621,18.12696851219064,3
20085,6.710203703831429,3
17178,8.137297285092878,3
19235,8.703619067542713,1
27293,2.332400415095027,3
18511,5.514217510998191,3
8642,2.0946485121104272,3
9760,1.0184791182956578,3
18302,12.49988488858491,3
15070,25.165972265146976,1
11105,0.954071186309662,3
7763,3.449441944472667,3
20728,2.0801033200890213,1
6790,4.855862526241735,2
1243,0.5930168007591461,2
18953,2.016662581751116,1
20507,9.362268363667436,3
1525,7.488149235243672,3
29843,10.79029267608592,1
9704,11.165243698903026,3
1824,6.4267432839956165,3
28650,10.57701091245049,1
12426,11.624345768558962,3
28839,5.1302500441486645,1
16674,10.59097315086778,2
14999,10.191614601683668,1
4914,4.535352589023383,3
8565,8.662808481988861,3
11116,12.626021120402736,3
29848,22.37045169014384,3
22769,1.294860708592115,3
7776,2.221608518821459,2
996,2.640459745270199,3
15777,6.5126161137724585,3
18824,2.44082533964492,3
6585,10.140381344065633,3
8412,2.5735361979771216,2
28907,4.172229908732771,3
14064,16.183073309891938,3
3833,11.913878754546479,3
21957,5.953194133608825,1
8078,2.5623724218245565,3
5606,2.0824392139394003,3
10912,4.530003049106259,2
27593,6.996031392101106,3
18634,2.736545064158233,3
13404,2.6550097396252594,2
