,R,Q
14817,10.428531492886489,3
8971,5.847590795641411,2
15489,2.3470233491769203,3
8957,3.281220236360915,1
6909,7.571713754147592,1
4702,14.877868193555258,1
1655,4.539648802507599,0
1561,2.4178129747207064,2
12229,6.5664909778381535,2
6094,1.5870939606879373,0
17154,5.624651303229259,1
16862,2.985451224726364,1
2606,8.354479187964426,1
9893,4.119264784190186,2
14950,6.1736350115710925,1
9985,8.75656745386372,1
15113,1.748764381952391,3
16538,2.8550813741445196,0
17266,5.014776843159353,0
6973,3.1593105067097746,2
7620,7.454025506926383,1
15250,1.450851834141744,0
9576,9.54957954233989,2
3231,2.212971121743658,2
8220,3.6104749133689857,1
1595,2.1792794008071064,2
13963,16.896620392612366,3
17144,5.250432131994688,2
13292,5.047382438953491,1
4904,1.0960932566844463,2
8225,5.61709204236715,3
6197,10.550715947526273,1
2815,14.929834917368495,1
17591,7.342700565814657,2
5720,9.30196755568205,0
11361,5.620311778457598,3
3482,3.773621066204505,2
3394,16.49189739038618,2
499,4.872794053277201,1
8750,5.641583533906823,1
14086,2.411618473892843,2
15496,3.347503689967084,0
7674,3.814601104142004,2
1505,3.7587354776923116,3
127,7.265533362293942,1
3484,9.708672927606832,1
16574,8.455062091880412,1
224,6.443847782506053,1
9828,3.5969816812716395,1
14497,3.67278801911281,3
3780,3.0785621350620076,2
9644,0.6202421641181899,0
10304,2.449800319025649,1
12639,2.3657566349597827,2
17069,11.64118359981879,1
12842,10.059393931801383,2
16468,2.623468305004284,0
9350,8.403063660896914,0
9405,5.85231685640332,1
2240,13.07013791506854,2
13657,8.496269518470065,2
16720,8.253746525438132,1
11052,13.484719847331124,0
6394,4.44343036111209,1
13326,2.0801033200890213,1
15908,1.934001357666544,2
10821,7.739258215102331,0
14637,11.049392293107514,1
17053,3.0627390083621675,0
17709,5.854416767665337,2
15065,7.393748984367412,3
12061,6.818757372819853,0
10698,2.9333776794145976,0
12360,1.1146237791631062,0
6701,5.337855899604226,0
12953,1.4688968242070355,1
13565,1.0375133793985531,1
15959,4.012720167573765,1
1285,6.032969394525466,3
8207,6.142177829586995,2
15549,7.055883817066608,1
2856,3.2922752594958062,0
12424,13.843950302674852,2
8262,9.97829556605866,0
12962,0.5027875920017557,1
3423,3.736907477268136,1
3927,12.011479669806295,1
2699,2.3719814855447225,1
8000,5.154535595461116,2
43,2.8945338692766516,2
6522,13.08151947104719,1
6654,7.531163137530566,2
9486,10.005297448293495,2
5080,1.107302661973492,0
7698,6.153505968142824,2
14092,2.6716410805324937,1
15736,8.2643645823747,1
5134,3.455118177815939,1
14185,11.535260971604307,0
2956,4.009425504359571,3
17216,4.875680186973437,2
12670,3.519219967409363,1
912,5.451649677998271,1
8271,4.578953239179995,0
2526,3.928478882923579,3
2438,9.630839555866745,1
6845,9.494567763205325,0
6536,3.692777832915024,1
3156,9.798827363594645,3
10861,6.647461779920115,1
8176,4.713803161555658,1
129,9.67967984057119,2
3877,11.848177494359192,1
10978,2.8617422966342194,2
12202,8.196993747778478,1
17421,5.861741272153626,1
7047,2.3862385018861656,1
10384,16.84628161276966,1
696,1.3499247104774503,3
15336,4.562941651602451,2
13371,1.4208674580355969,1
1890,4.4519159252751,1
13797,11.942016268912282,2
13172,4.522855033344807,2
16063,3.088752160528336,3
158,14.361456438797886,1
13877,3.7198696539001492,0
9654,4.494184536808361,2
14472,2.4092537233690594,1
12316,5.503694716495843,0
13843,4.117337546405151,1
9071,5.022191175591357,2
11255,13.732189338521199,3
6044,9.56984078874897,2
6631,2.356254722056968,3
8615,3.9588394567464142,2
12378,3.54154225673153,1
2723,1.4822269867386182,1
2414,17.811850306174378,2
6332,2.683529666088558,2
12581,4.177584249282155,1
14200,11.423190278301819,0
13382,0.5877260646421055,2
8512,1.8610347418030146,0
6777,24.84444126147507,2
4460,9.045053876024744,2
5015,6.811983735439655,2
12490,0.42328037554069275,1
15430,1.2819717356535727,2
8535,6.073373416786364,1
14909,18.11564075300746,1
1212,3.739456429010799,0
3895,9.762893787473411,1
7520,1.975958724708177,2
16959,2.033831037897589,0
7401,3.3423250972741627,1
7561,3.1874203317541445,2
9188,8.481600882010582,3
3263,4.671668937763338,1
7843,5.788151257420374,0
8345,6.667036178886993,2
16588,10.21873293748298,1
7276,7.452316185319665,2
1256,4.953325696924813,1
12187,8.95009243586297,2
3820,1.4900957031430881,1
3746,0.39042343844129695,2
1905,4.580443054968442,3
7189,10.604536108317657,1
16692,2.7397490077493294,1
13513,1.9153577397498687,3
13876,10.155387569593008,2
355,8.370521375909656,1
1672,10.196215484387546,1
9801,15.629833671917432,1
4295,0.7298979579433993,2
557,3.4448421677035723,3
809,3.0646688017098382,3
5950,4.525312605874477,0
1483,2.7577911190489237,1
7712,2.106790970060396,1
4434,8.720999978747379,0
5520,4.249060281679775,1
16677,5.146647499569426,1
17922,12.348809587394946,1
4132,3.3019833543012957,2
15642,7.122824568091396,2
2439,6.483439116167237,3
17356,8.437339351296986,1
15356,14.13444793287741,2
11109,4.116435660713352,1
743,4.310258979538282,3
15662,1.9785258804288632,1
16195,4.073346971470615,2
17452,6.451521498389352,2
15498,2.6531899630715556,0
9407,2.400684217185436,2
16553,15.749825698603004,0
11078,3.676079091452837,2
8411,0.7269136852531031,1
3275,0.3260774122224619,1
15900,0.8739305972356137,0
1280,6.801810215401616,0
9326,4.324084356113133,2
13320,4.373844095050314,2
16159,6.889815463992896,2
8392,13.305314138112045,0
3691,6.569692491623239,1
16967,2.999673001347257,1
3344,5.193490762983978,3
6792,3.3116789716391843,2
5353,2.6198751124951913,3
5382,5.5279825998804135,1
13309,2.73233854277562,3
804,1.9469354911019934,2
15885,1.9823529168642944,3
14941,21.87151498868395,1
3055,2.3626605952694257,1
6889,3.072283247387959,2
4221,12.4203218885558,2
6589,7.524240486693285,1
694,4.451999881577793,1
2419,5.586357447456518,2
882,7.276237580697089,1
13828,15.485753114032168,2
11192,1.123172232408082,2
5762,15.211790484510548,1
840,1.1131505777302,3
8655,1.660896208806979,2
16844,2.1993671859812203,1
1421,6.665858657197978,1
17888,1.3497936277586984,1
11861,8.788949249290413,2
1197,5.947780445013215,2
16040,6.104230327787008,2
3308,2.044561054800325,2
2312,4.759488489313597,1
10597,5.421761418551641,1
781,11.926001213522467,1
13570,5.981210902921202,2
9317,5.238185842661847,1
2637,5.07543946978965,1
2827,1.2949743671205616,2
11990,18.3337340663388,1
5766,2.6587098898990362,2
2242,8.502996239576166,1
2211,7.062955429222777,1
8237,12.836196179834307,0
7060,0.8903717272032261,1
9724,5.961766320371611,1
10901,5.743203094522446,3
11958,7.037146875796711,3
9807,1.3608044573799023,1
13416,2.1781088880958204,1
9858,6.093846403399642,3
6739,5.332478812947716,0
14688,3.0352005479610167,3
14999,1.8656029398289782,1
4792,1.2346257861842385,0
10676,0.7274390270639426,1
10596,4.959974489443707,0
12961,5.66652218221288,1
7056,8.450315885485956,0
10116,7.4192802870233265,2
8363,20.84996849249523,1
4875,0.9262891119340897,3
10427,9.580430991038765,2
17542,6.4346009793587955,1
3860,1.297919756184845,1
10672,10.763896636382986,2
2934,2.8635207708059633,2
3422,3.929671738233423,1
14578,6.330453617876308,3
8150,4.6345736686683345,2
4313,4.024603562301845,2
5219,4.643712015649981,2
10711,9.673325333399955,2
8393,11.087920684587589,3
14434,5.21805740314798,1
5703,1.676848715845682,2
4127,11.429141056237544,2
4839,5.924139658633292,2
3668,2.590306316074838,1
1173,7.718858125844735,3
13115,3.2838829798611915,1
5620,7.001523590757759,2
12780,4.651089945004756,1
13912,2.7774488817363734,1
5681,5.2928582821338495,0
6233,5.161320908766522,0
11174,8.159935352404343,0
14148,3.5351312724540964,1
3429,5.517215900275874,2
4190,4.517285206165958,1
5844,0.5174904394050217,2
3099,9.778159249531008,1
4562,10.813920837192512,2
1274,3.4084210583839827,1
910,6.2486132695064835,2
267,17.122229998596488,2
14993,2.310123855281342,2
4797,2.3209656011959705,1
15038,7.916603143058358,1
14827,7.276415355812715,0
16350,8.298346878121608,0
3506,4.463991919704701,1
5022,12.456327965010637,3
4123,4.176528197955143,2
766,6.676137308409315,2
11805,13.49707075795256,2
3184,9.085843212228724,1
2677,4.471217099743943,1
15708,10.101503141018778,1
7445,10.056585541425491,0
12866,4.300236577559218,1
6466,4.767136092021662,1
16214,3.291747963318035,1
3488,4.739565197576575,3
1999,5.443866984856093,1
3208,11.085382236073144,1
14456,1.7800936642491378,3
7749,14.76875356041111,1
12110,10.414516199828789,1
13478,2.903538474329123,0
9196,2.9912147875701915,2
3674,2.8296074158986624,2
16638,6.146729104736692,0
8952,8.005443384624158,2
4288,4.779328186140573,2
7042,10.86376606667151,3
12973,3.4241564261536723,2
17101,0.971139888286294,2
1734,5.161767367673813,2
6130,6.999163799944089,3
1494,7.76697302962511,1
2465,6.359046131738274,1
1214,13.600715223515026,3
1022,5.303591340532131,2
10455,3.5843776587252343,0
16917,6.088375537599533,2
1611,1.7761093176567142,1
2287,7.800358245327511,1
281,2.605493195945253,2
6789,2.869198697671047,2
8346,7.0906382123689085,0
4277,4.883705149120026,0
9037,10.69095816570489,1
2354,3.953009284824588,2
10782,17.940723457016325,1
972,3.915309263448755,2
212,4.590491802003249,1
11032,2.576224170537587,3
6984,11.631298841988755,2
13742,0.6022454036005418,2
12324,3.983926880864865,3
163,7.011751479409012,1
7723,2.9733063940652333,1
10794,0.3025740788519043,1
16213,2.686760137596952,1
17733,2.1696287920256676,3
15338,1.614818664115126,1
9960,1.5865084229905888,1
13695,2.7563141201836294,1
6627,8.236718512246046,2
12845,7.805713725886639,1
11638,8.201462811031478,1
5457,5.184384495177421,1
12250,5.879469794694713,1
7482,4.464476220237778,2
11256,23.4341604260916,3
10705,2.1345271523601133,1
4520,2.493930982409267,3
2760,7.531997236707287,2
3575,5.1469432403855,3
10696,1.7290775626477157,0
12264,9.504585909783518,3
15447,2.5529556064784344,2
8077,4.700505403308091,0
8389,2.2714262872183366,2
11105,3.459149576857838,2
11756,1.165883977687722,2
9891,1.6914662359464714,1
3419,1.8824575063922548,2
7404,4.441939457152067,1
1073,8.492020273491558,1
13342,2.030602947978819,0
17917,6.003384517683763,0
4966,5.766724383200884,1
14838,1.7401975918326569,1
10153,14.091515033703914,1
2021,2.435518503329348,3
4459,1.9353346437211651,2
17403,9.745091679086473,1
948,4.06280346524755,2
192,4.952718278076571,2
2530,3.1115276825548275,3
12308,2.9576596038872967,2
10315,7.797574704401841,2
13235,2.2007833570205917,2
10220,5.795457095848153,3
11008,1.753902236634214,2
9,0.6477448304717562,1
3291,18.38916630684144,1
1145,2.4508859205253017,2
15154,2.0049478288217046,1
11269,1.6170434901334683,0
16363,1.3801498359655369,1
1901,1.4861112082019654,1
13821,4.667253592429541,1
5608,16.393996284204377,2
702,2.009662333754047,2
2112,3.6590759543286495,0
3931,2.4001114176115386,0
4102,7.862985208604029,2
3547,4.164216434263607,2
4705,5.239134926834325,2
2880,1.8781563917288875,2
11151,15.041302470267993,3
11373,1.2649129807580357,3
17268,2.7018935634306653,1
15442,5.016644310496734,2
16091,3.8688756226209193,1
17829,9.408892834504142,0
8573,9.953836562276393,3
16599,14.627034728174541,1
13242,10.02915809414261,2
8135,4.811957274457572,2
15181,0.6419354245673139,2
2891,4.069416602106716,2
4817,9.269552363566103,2
4185,5.686665547501305,2
10409,2.1979777572684878,1
887,7.032766066494064,1
3379,5.594365607656086,1
17786,21.23095959615059,1
11339,3.760080796475221,1
10512,4.749579869453257,1
9857,7.26479522570564,1
12385,10.272620760509886,2
16189,1.0782229945917394,1
623,5.9830185618804395,1
7246,8.691045449932705,1
2770,5.302613300382107,1
2422,3.207547488322863,2
11408,6.413978063003535,2
16168,3.5623250161143094,1
7311,16.20701423928628,1
14249,11.348433918082646,3
2416,5.71389383588029,2
2703,2.444106728519797,2
529,3.132671137625272,1
15324,8.933206812902014,1
13611,3.39441404207525,2
15104,0.5677441964726927,2
15579,4.405602431582566,2
4731,4.232139912523587,1
17243,2.36930423592969,2
14333,6.8367790639042,0
12999,2.138354987453819,1
4384,3.6665076660907427,1
970,16.03273814901334,1
5842,4.2742988463425595,2
4108,7.076150952979903,1
5726,2.939934761991522,2
9850,2.9763705083162346,1
8344,1.2351548772144447,2
9772,8.372007649170584,1
7814,9.410811196769334,2
9415,1.5820628782026822,3
440,8.272536657451454,3
785,3.7143793244033843,3
12822,2.8575431257558206,0
1456,8.060844278392047,2
3717,10.25875532602255,2
9092,10.935730360510005,0
16660,5.258262972286767,2
2131,1.8209915467215576,2
17628,3.991769895187195,3
1254,9.486354517563727,2
10883,9.70080962645803,3
17571,11.690384496902528,2
805,0.5965270832318389,1
5980,10.619875163570727,0
5606,2.0824392139394003,2
14625,4.727072269389236,3
3103,15.436676305161427,2
13949,1.5170929016641224,1
16244,4.5516543461845735,1
6241,3.3869559508951825,3
15842,16.84799138640455,3
16149,3.8347154022587304,2
12574,9.735864075692778,2
5078,3.5635771646364596,2
10541,4.517603205706928,1
6286,0.49731367095648193,1
6765,3.509611069973068,1
12731,6.360855846383257,2
6066,3.3065955142138135,1
7259,0.27397023073119403,0
11397,7.810421900946258,2
8232,3.9277795716012744,2
9435,12.110794150499302,1
6344,4.8846481863769,2
13595,2.0269789448265767,2
7847,13.683141692559488,1
16183,0.9222376720017169,2
16721,2.2045851701422867,1
13597,8.587747094203907,1
1486,0.6000358025776612,1
4749,10.094315250096034,2
12370,2.692226632808652,2
14982,4.222074353044457,1
870,7.044170121651246,2
16954,6.9819252555435725,3
15479,1.8674678136440148,2
15999,1.6012521939669633,2
13931,3.4109804642879413,2
4952,4.92555310566053,2
15655,1.9301114601073077,2
12384,4.513723948146271,1
3224,8.898848464411902,1
5111,3.9025941158676023,2
14216,19.682303950473724,1
15578,8.145871994231424,0
11837,11.720740812778018,0
16766,1.4477473142288617,0
12821,5.967726551265573,2
1589,6.755360762748509,3
4798,1.7036947188309206,3
4824,3.310637281262264,1
10862,7.12026212067327,0
16124,3.878466563853507,1
5150,2.0256548969930352,0
3461,6.291575879964826,2
9733,1.8710301600959345,2
8584,1.9676691997682951,3
10419,7.592319187352709,2
7164,2.923139497605135,2
10662,10.668156075343665,3
17948,5.749927794906544,0
14585,2.4226043419369647,1
2644,0.4875886853321375,1
8228,18.652005322406705,1
2847,4.225182765153877,2
12493,3.216202271635954,2
2084,8.041488820766784,2
443,1.0509410823857435,1
13672,11.942485515247931,1
10578,1.1391377965867604,3
6975,1.123474330205691,0
522,13.935642569041018,3
7942,9.331749203237043,3
5719,1.7022173936465932,3
9925,5.153834457615964,1
5414,1.7087987491857708,1
9630,5.9405309547360385,0
5811,2.702354041621075,1
5909,8.876204230621399,2
1991,10.00284948270501,3
4494,1.1213702576166278,2
5101,2.580205424301484,3
15346,2.1753863469747006,3
14292,2.1151938561672234,2
13105,10.56677191725992,1
1941,7.076618448619187,1
11402,5.310687149006082,1
6787,4.732042827396402,3
12545,7.292475414351861,1
12140,8.894552741623652,1
14789,8.50295121231595,2
736,5.1099412570345715,1
15699,6.79233795932662,1
17773,7.615973192673215,2
11804,8.055800780285647,1
1436,11.393641576193033,1
11412,8.267069445615748,2
17496,5.692479092682893,3
3457,1.390105225674707,0
2170,9.717648287178847,1
53,6.384382845969192,2
1091,12.435720481842317,2
4767,3.7442786477688768,2
15916,13.37720100236845,2
16069,8.896503155332798,1
7529,11.296787988598378,1
9887,2.516199111850927,1
17233,17.27973443184036,3
6696,15.35360958463793,1
7689,14.850258565435913,1
250,0.8133891027110791,1
136,10.514437668084888,2
3881,6.301424886829894,3
13335,6.896812745679545,1
1002,5.326132324816147,3
12632,5.959108072596968,1
8857,4.90222651523528,2
5296,0.6882652203195109,3
651,12.444742778334696,1
11968,1.0998563340468162,0
1591,7.370534089678049,1
7777,5.789287829975743,1
9380,14.351607603252702,3
1337,5.2734067985314255,0
752,3.8048020838257806,2
9280,4.154496436062966,3
5595,17.432322648879737,1
10990,2.5545139299636808,1
16286,2.922694129900374,1
5836,1.6092253889173058,2
2908,10.534514504141956,1
1268,1.8606026868675487,3
5659,0.7106781679002312,2
2789,0.5006823309551555,1
5527,7.5287739386151245,2
4128,7.006776877605839,0
9152,14.236717353931944,2
7647,10.98052620228985,1
10403,0.7074955565681229,1
4414,10.149827130010907,2
15728,4.4257460974422695,1
5936,5.959591486747714,2
6577,7.531939496500939,2
3035,5.537832778913506,2
3064,14.810387609876706,0
8962,9.943245311941554,3
14305,12.497798215229132,0
5033,6.02723742153071,0
9557,3.080966762643432,1
10539,1.8595555776796762,2
12272,4.691415874594961,3
3501,3.963560693347465,2
17324,4.8392529732624805,1
12132,3.955289395654631,2
6484,1.6666663133019393,2
12199,1.9731793292857773,2
13862,17.1092684063318,1
12226,7.018878204730558,1
14944,14.628426504024,3
8565,2.8488577732421065,1
137,2.70980047870751,1
12259,1.285059466639583,0
16221,6.17280771415873,3
15014,7.419823996167512,2
1282,7.965952789676596,1
12095,5.601139382285212,2
12580,10.048060601017196,0
2547,7.144324136479238,1
958,16.557981147000387,2
1855,3.034769300770876,0
2664,4.76126811665819,2
12946,7.313743097243876,1
5404,3.0928307174230922,2
8330,4.40577606878885,1
14271,3.522297772741675,1
2518,1.894984328372933,1
17252,2.9505921332787794,3
9923,16.664204726963302,1
16626,3.0791020529572313,1
12042,8.018174584771891,1
9182,3.654665482896636,2
6302,1.9913101087964846,1
3727,8.848616794556012,1
7857,18.30498677582468,1
10508,8.710264989323809,1
10413,12.582718828065413,3
5577,7.837265994318506,2
5246,9.678227008197204,2
13699,4.3086806813351615,1
6650,3.1031604052572455,2
17013,7.550193080165669,0
3828,9.085634213171767,2
9884,1.2328207188859888,2
13336,4.508969194910571,2
885,8.750155233952217,2
16477,22.564328630576302,1
1014,7.24041606192297,1
6470,3.509399899628984,0
14180,3.640854249964347,0
3155,3.006958698895708,2
3229,8.34450349774303,1
6109,7.233282359200265,1
13865,4.792632603918458,2
6290,1.5396306286291428,2
9536,13.4504176745209,2
3243,2.920378921359864,2
9298,0.8562603014706841,0
17465,7.338544578586456,2
1966,7.9137266035976825,0
12107,13.535347152651791,3
10542,2.873717791774778,1
15060,3.056262322183537,1
10852,5.525659653165259,2
6190,7.171533564592797,0
7073,9.460952272187079,1
9401,1.4925350139227564,3
4320,2.8796641210855562,3
6498,1.7493128505136537,3
2003,3.9782414651835283,3
5613,5.074081940877887,3
9582,3.5758924021281038,3
9758,8.036709376660472,2
7658,12.042996833335113,2
12494,8.68856777927994,2
5234,4.032994647247255,1
5993,3.04029361696533,2
1513,3.285897650835517,2
10306,3.316507994225775,2
11456,5.611747444586171,1
3718,4.692554473374651,1
7868,8.205091686025888,1
16547,6.745036967372666,1
5380,9.153762419741764,2
15631,17.128206150938823,2
4965,2.6600612193818023,3
11337,2.0444241421724176,2
10833,2.7827252014443076,3
16906,0.8337719380860871,2
10692,2.2957415797242215,2
16773,2.842964067339732,2
16761,10.741541698864978,2
15001,5.354480685351765,0
8669,4.2815205605985245,0
14734,5.329483440262361,2
4167,4.21754032444152,1
5229,6.115207867247831,2
11188,0.8831092158890309,2
15653,7.837199430840787,2
3561,9.368599436783724,3
8705,3.567883728643311,1
15344,6.451628839819504,3
10278,2.300714468337209,1
10854,10.852879917764804,2
5462,2.4205107777055046,1
8284,21.92184042684739,2
5915,13.314309729444805,2
2671,7.804800246621323,0
11500,5.087826719196138,3
5750,2.7331336903539794,1
15095,6.506182009232159,1
15485,4.1072677733418965,3
121,5.619318839959944,2
1935,5.200921396705954,3
13915,1.1320533742862375,0
8145,3.5021814565097333,1
15396,19.223005315074573,2
15202,0.05502347553749298,1
6242,8.351635973418134,1
5502,5.703652558319922,0
13014,5.800340184084276,3
14177,6.070060003910264,0
8409,6.042322937261542,1
4294,5.579994339680721,0
1563,2.9203336129525233,1
8754,1.3865882722356098,3
4772,9.122973319307276,3
5810,1.76027291234207,2
716,11.477844532791371,1
7512,3.553522461081675,2
14810,7.288518706838104,1
1236,4.102997914646607,1
3739,5.637632895361124,1
8426,3.6535267063657457,2
2194,6.470512921358539,3
3657,1.241468603965534,1
10110,5.716472615691933,0
11124,6.970159181453456,3
10638,5.352317931223334,1
2255,11.99129273087108,0
4989,5.146857232023253,2
8670,6.125943102687449,0
10599,3.9677738854835845,2
5155,6.294983614371334,1
1948,3.068290380566117,3
5222,6.127763898824542,0
322,6.4248167431205365,3
9039,2.7449031230717087,1
4170,6.5417985419753215,1
2178,3.0259963373576397,1
14453,9.927142516482848,1
14864,5.583425765746616,1
11288,4.87566581482444,2
796,4.090086833263367,2
11230,4.479412206378183,2
13171,2.2843776825478854,1
14632,9.564853418370735,2
12701,0.4674638007272193,3
3633,5.6404073940430415,2
17361,4.950195542580911,3
2159,3.85361826841332,1
3272,11.11045725669483,3
1353,3.814523014544388,2
72,10.860638276642895,1
8538,2.293123862772221,1
8821,4.572709591918079,1
12041,5.9619651406601175,1
8102,1.936412888513925,2
13303,9.819205124721561,1
16811,4.980197550283286,1
9791,2.642955129573091,2
15131,5.427783502108066,0
7716,2.463395354376197,0
11469,3.169112653257253,0
9613,9.557798939185794,2
5870,1.1544345889155971,1
5999,3.290076234013938,2
7574,8.967920158562322,2
7719,3.077055473895104,0
6912,4.802378324588692,3
15364,7.813077850927831,2
4068,7.749670277459801,1
12125,16.12587067513473,1
11145,2.2933507461761415,3
11999,7.497390794450547,2
12990,3.592918836409175,3
6464,12.075170525068753,1
1869,3.9927075408359265,0
11672,8.024554265773565,1
13591,1.32401939353743,1
15365,1.3615209052473713,2
7527,5.1915852108262595,1
1438,4.254340735601127,2
2876,8.618565674756772,1
17544,3.934380330897918,1
13267,14.521752639580356,1
5742,6.372573664925673,1
17845,1.3375628164586324,2
17657,4.576477645753967,1
10341,4.1307654171260975,2
14821,4.724376291968406,2
777,8.111994216376162,0
5578,5.962424265877423,2
6120,7.4729570026344,3
1932,4.323676612461226,2
14243,6.657421219787441,1
7112,6.548387938840732,3
2080,2.46594953648606,2
12427,1.8194539828212757,2
13271,8.353104958458054,1
12233,5.765777472944106,0
3059,12.021439606728574,2
3929,15.327578696940247,0
16872,9.838763873196084,1
7907,2.8310396783989003,2
10891,3.659268059611051,0
10112,2.9007579469072757,3
14605,4.908596406938326,1
5925,6.851490810893851,3
16106,3.7866460302078986,1
12860,8.799571610231888,1
12180,4.120102594660317,2
7901,4.140012769801068,2
6032,13.601221931962058,1
12752,12.856314598513753,2
10398,1.942061054176338,1
6330,2.0578551499034026,0
15773,1.585791807202307,2
10330,1.5199292829130289,2
7389,1.72717239063976,2
9506,2.3779014620124954,3
4714,10.992240514748012,3
11417,3.9415701700790122,2
1442,5.228104535690994,1
2892,1.3051257397200267,2
13225,7.082940843690347,1
10389,5.0610355338901325,2
15624,1.0148143665392042,0
16176,1.3760142411101262,1
1047,3.899357932985791,2
4172,3.7363997185567746,3
14704,18.33188542315777,1
14372,17.72948918237313,2
8069,7.155647325753913,0
222,0.4605404858369432,2
5496,5.069538274216031,1
317,4.25411556578253,1
2823,5.822367980403907,2
9809,12.017469413316942,2
1975,11.996957683617856,0
6295,12.10819354196886,1
8130,6.410887851207562,1
2048,4.475796822732231,2
6488,10.25879750286235,2
5605,4.940320704208315,0
6158,10.824499368340831,1
6454,3.6387065351133234,1
17412,3.8872606225773323,2
6599,1.1391827417673277,2
13898,4.145157304352618,2
12050,4.8605195308125335,1
10195,2.9400170999602526,3
3879,3.138752397494342,3
11743,2.7279326385308855,1
16709,0.7518629224368565,3
13770,2.7565663624278587,3
9994,27.417839180813118,0
15537,4.107470765129232,1
2233,8.591467858525553,1
1172,3.8322019373783234,1
6359,12.858733109986678,3
13025,1.7290229509918986,1
4768,14.482833678674341,0
12861,2.9144289466305047,2
5820,7.5049168097349686,2
12070,11.057954410492542,3
6963,11.299755802726878,2
8015,3.995056460427027,1
12569,7.4432415333666455,0
7519,3.571350476009888,0
15230,6.02207250481055,1
11605,4.268158413168983,1
17936,4.862065894626657,1
