,Y
26098,1
19731,1
7737,0
3199,0
10673,0
9641,0
9149,0
12504,0
23583,0
19101,1
15138,0
23566,1
5875,1
10514,1
22587,0
14484,1
20882,1
22600,0
21246,1
14162,1
13135,1
18204,1
12045,0
9808,0
25151,1
2826,1
5169,0
9772,0
7083,1
439,1
14449,0
1613,1
15039,1
27132,1
2543,1
27565,0
27018,1
56,0
7155,1
19510,0
17004,0
26414,0
17921,0
24272,1
24181,1
14298,1
1050,1
19317,0
799,1
11386,0
27019,1
7349,0
3860,1
16321,0
17529,0
21944,0
6157,0
1694,1
20667,0
16355,1
5655,1
18064,1
26474,0
17738,0
8551,0
14988,1
5066,0
28892,0
19516,1
24462,1
6398,1
28940,1
27689,0
5067,0
12295,0
3088,1
18090,0
28232,0
4678,1
25445,1
29458,1
4417,1
4674,0
21132,0
4277,0
11714,1
19172,0
24530,1
23996,0
23915,1
3778,1
26732,1
16307,1
22044,0
7550,0
20049,1
19541,1
25922,1
17917,1
9676,1
19210,1
2425,0
18457,1
8826,1
17898,0
26523,0
28579,0
5534,1
21358,1
11885,1
172,0
587,1
13805,0
15154,1
7180,0
21051,1
18106,0
9048,0
1547,1
9027,0
29907,0
9181,1
8867,1
25372,0
26806,0
15990,0
28659,1
9067,0
15666,1
26410,0
16722,0
10395,0
17066,0
21295,1
20273,0
22650,0
6950,0
10842,1
26836,1
15669,0
20903,0
1109,1
1910,0
18736,0
22248,1
11456,1
22507,0
27151,1
16188,0
15044,0
9065,0
23091,0
26883,0
8883,0
23766,0
29331,0
20247,0
3394,1
27501,0
13553,0
29729,1
3773,1
23972,0
12746,1
24177,0
7663,0
18988,0
14521,1
7289,1
9739,0
1693,0
15838,1
27056,0
11924,1
17136,1
11638,0
8987,1
15977,1
12264,1
19371,1
180,1
3922,1
15972,1
16211,0
12058,1
19292,1
23749,1
22537,1
21112,0
12882,1
27215,1
17901,1
4112,0
18683,1
12390,1
21898,1
19413,1
880,1
16350,0
12020,1
20074,0
8072,0
13077,1
23966,1
26848,1
24108,0
1393,0
111,1
28290,0
25208,1
6960,0
6245,0
1586,0
1621,0
13957,1
3099,1
22071,0
28741,1
24721,1
28853,0
21830,0
25196,1
17434,1
14912,0
15667,1
9927,0
5789,0
6482,0
4063,0
26129,0
1772,1
23464,1
4559,1
12472,0
377,1
22999,0
29764,0
16441,1
12789,0
24458,1
25707,0
14630,1
25133,1
2205,1
17843,0
19934,0
6273,1
16,0
18369,0
690,1
4325,1
14313,0
13996,1
11299,1
10695,1
28256,0
1237,0
25944,1
21425,1
15397,0
28644,0
20483,0
6124,0
8528,1
6283,0
15265,0
5774,1
11535,1
9549,1
16118,1
16748,0
2528,0
13257,1
11196,1
13241,1
253,1
25279,0
25331,1
28765,0
14720,0
16549,0
5605,1
21268,0
3766,0
15736,0
436,0
20382,0
1489,1
26100,1
8042,1
14532,1
20622,0
27292,1
26872,1
27564,1
9168,0
23109,1
1659,1
29235,0
28852,1
8177,1
8719,0
29779,0
21946,0
17573,1
27859,0
16591,1
24812,1
20158,1
24017,0
19294,0
25449,1
25069,0
17194,0
18651,0
6105,1
5322,1
579,1
10015,1
11772,0
19767,0
20717,1
9535,1
27183,1
6763,0
25822,1
26187,1
6869,0
6324,0
25688,0
18859,0
26537,0
1562,0
15335,0
3498,1
21205,1
21855,1
29730,0
14925,1
18143,1
22829,1
23737,1
29489,1
24745,0
2040,1
7269,1
20698,0
25946,0
14755,1
13483,0
15921,1
16216,1
24736,0
29692,0
26312,0
21815,1
12552,1
18505,1
6038,1
23494,0
15522,0
3798,0
23498,0
13523,0
22344,1
14636,0
5324,1
5413,1
27655,0
8087,1
28562,0
22671,1
28857,0
5611,0
2138,0
23992,1
7442,1
15318,1
16135,1
9425,1
50,0
4361,1
28284,0
11115,0
19050,1
28576,0
15636,1
19246,1
25622,0
22877,0
9097,0
8907,0
5770,1
9684,1
12431,1
9991,0
21320,0
514,1
21632,1
5170,1
6737,1
27242,0
28958,0
21618,0
25872,1
15632,1
22916,1
24180,0
17825,0
6956,1
16155,0
24996,0
20036,0
3452,1
27877,1
19033,1
354,0
26483,1
5040,0
12646,0
22337,1
18184,1
16984,0
22313,0
29989,0
19629,0
18422,1
7631,0
19146,1
28349,1
5487,1
17619,1
14403,0
6644,1
27226,1
4388,0
4228,0
3354,1
20102,0
6322,1
12551,0
11674,0
7219,0
13451,1
9907,1
10914,1
27261,0
25108,1
10186,0
13674,0
5127,0
21460,0
4961,0
25455,0
14332,1
7415,0
17616,0
24167,1
21882,1
19721,0
24611,0
2077,0
21850,0
26859,1
5270,0
19559,1
1341,1
26771,1
17761,0
23137,0
12188,1
22800,1
9865,1
14665,0
26245,1
23259,0
17148,1
28025,0
4613,1
25919,1
4290,1
5856,0
16084,0
1985,0
11960,1
16954,0
11489,0
27553,1
26706,0
18948,1
5654,0
676,0
12498,1
29336,1
7780,1
107,1
15924,1
16327,1
3967,0
4512,0
20830,0
1794,1
12174,1
12368,1
10251,0
9142,1
3639,1
12075,1
7762,0
20806,0
28001,1
17882,0
8361,0
19318,0
24142,1
19455,0
9483,1
3014,1
14668,1
16843,1
581,1
24773,1
4455,0
15126,0
5110,0
20568,1
13865,0
29349,1
3989,0
22888,1
14053,0
23301,1
17518,1
2720,1
26971,0
25987,1
6736,0
11555,1
17698,0
6868,1
20068,1
13496,1
27179,1
426,0
2045,0
228,0
6514,0
6986,0
23760,0
6754,1
417,0
13807,0
23195,1
3693,0
2456,1
12331,0
26774,0
9006,0
17013,1
23661,0
22463,0
16638,0
15535,1
10163,1
10483,0
20875,1
15726,0
15637,1
15449,0
25094,1
8280,0
9331,0
11459,0
13311,1
5044,1
4603,0
26756,0
20646,0
27952,0
19192,1
26667,0
7009,1
13834,0
27152,0
21409,0
21087,1
12195,1
4414,1
22585,1
24045,0
28482,1
29908,0
24716,0
26344,0
29014,0
442,1
16923,0
11837,1
29366,1
25216,0
18921,0
28039,0
18125,1
2828,1
29408,0
22406,1
29559,1
28968,0
20951,0
23762,1
25425,1
14873,0
15413,1
28552,1
25124,0
3524,1
13401,1
26829,0
24641,0
3111,1
6440,0
14933,0
28069,1
12490,1
11285,1
28825,0
18960,1
5428,1
24109,0
4230,0
116,0
24192,0
16267,0
24746,0
11443,1
20424,1
20703,1
25443,0
25858,0
29861,0
22389,0
23083,0
25693,1
1674,0
25486,1
23236,1
16411,1
26725,1
13260,0
10277,1
21141,0
1937,1
20881,1
12960,0
22323,1
11779,1
19008,0
25180,0
28038,0
20964,0
25722,0
16940,1
4283,1
1166,1
2878,0
13051,1
9084,1
1425,0
692,1
17559,1
15676,0
17606,0
24269,1
24435,0
22467,1
17858,0
28558,0
26276,1
17419,1
29357,1
25114,0
13966,1
16645,0
12848,1
4760,1
3628,1
19386,1
9087,0
26037,0
28421,0
11033,1
17269,1
19944,0
6197,0
15677,0
16513,0
16273,0
26957,1
26142,0
1119,0
23696,0
26988,0
19160,0
17752,0
21323,0
8936,1
11355,1
28279,0
2793,1
13147,1
21981,1
19203,0
25023,0
25207,1
28011,0
567,1
4429,1
9555,0
4445,1
28739,1
12041,0
21731,1
448,1
24868,0
11107,1
9022,0
8307,0
25111,0
875,0
19763,0
11521,1
19126,1
26197,0
26416,1
24375,1
4333,1
2876,0
18774,1
5688,0
25498,0
21818,0
11850,0
13650,0
19549,0
23593,0
22191,0
26507,1
7535,0
15897,0
23932,0
29918,0
3770,1
15316,1
18442,1
27291,1
3415,0
10829,0
13033,0
2177,0
346,0
10536,1
10410,1
7664,1
6160,1
19406,1
1181,0
3162,1
12570,1
24924,1
14048,0
17420,0
2461,1
15178,0
19925,1
8580,1
21877,1
5013,0
29143,0
27123,0
16154,1
517,0
17478,0
19115,1
23890,1
22340,0
28979,1
5726,0
11453,0
8887,1
7982,1
7521,1
6177,0
9207,1
23961,0
22914,0
20432,0
21484,1
23410,0
10551,0
18478,1
21138,1
11795,1
3473,1
21456,1
4721,1
2342,1
195,0
15374,0
4960,1
28331,1
16717,0
4250,1
23903,1
27959,0
11392,0
4630,1
26967,1
2552,0
25224,0
4827,0
17503,0
4075,0
17159,0
2443,1
11794,1
25705,0
3862,0
22798,0
13842,0
10896,0
20104,1
1496,0
455,0
16639,0
389,0
13269,1
23223,0
9957,0
7200,0
27641,1
15993,1
15131,0
16744,1
29030,1
1224,0
412,1
3969,0
11662,0
4310,1
20301,1
7753,0
14276,1
23106,1
8002,1
15322,1
1544,0
29962,0
1939,1
1302,1
6939,1
26567,0
10283,0
14052,1
12281,0
750,0
19295,0
1275,0
2402,1
11634,1
4148,1
10999,0
11012,0
15503,0
4423,1
16606,1
16427,1
21152,0
10622,0
15411,1
26026,1
4170,1
25849,0
29084,1
13175,1
14830,0
11820,0
22328,1
29586,1
13019,1
20194,1
3887,0
25219,0
13968,0
3075,1
28083,1
7026,0
1725,1
25638,1
2516,1
19303,0
8933,1
3585,1
21721,0
21910,0
12951,0
20077,1
2769,1
18532,0
6537,0
15248,1
7364,0
26372,1
26934,0
27527,0
3752,0
2186,0
7914,0
27375,1
5327,1
21874,1
4193,1
3608,0
1530,0
12798,1
21558,0
17382,0
13914,0
16781,0
9170,0
28091,1
21191,1
28277,0
23322,0
4447,0
23279,1
15621,0
11949,0
28074,1
27148,1
2387,1
15214,0
13663,0
16270,0
20582,1
2172,1
19890,0
6611,1
14995,0
25090,0
10531,1
21578,1
2145,0
21824,1
28286,0
23877,1
7669,0
27984,1
11201,0
4369,0
12637,1
24431,1
26193,1
16170,1
20459,1
21213,0
2102,1
24216,0
18216,1
5149,1
10291,1
10850,1
15367,1
28810,0
20354,0
8315,1
23155,0
29109,0
26642,0
18136,0
19928,1
19565,1
14565,0
7651,1
7493,1
6489,0
4083,0
23544,1
307,0
21547,1
23367,0
8841,0
26191,1
6601,1
3274,1
15967,0
28876,1
13467,1
21655,1
2370,0
5567,0
829,1
28549,0
9356,1
18726,1
1714,1
28841,1
20724,1
25815,0
10086,0
27214,1
12173,1
3694,1
17904,1
16678,0
22263,0
2782,1
14109,0
15975,0
14388,0
17096,1
24937,1
11318,0
10532,1
6498,1
27982,1
18,0
18835,0
14495,1
7717,0
10567,0
3594,1
9942,1
29244,1
27478,1
20307,0
12906,1
28720,1
4923,0
23906,0
4880,0
2935,0
25902,0
21478,1
22330,1
12313,0
20219,1
12588,1
4675,0
4712,0
12910,0
24465,0
21088,1
27075,1
780,0
2451,0
10359,0
6926,0
7197,1
14082,1
27082,1
2132,0
23491,0
8662,0
23634,1
4264,1
4236,1
15904,0
28248,0
18382,1
20742,1
4558,1
13429,0
2008,0
1490,1
9161,1
2655,0
3659,1
18754,0
808,0
5878,1
4989,1
2161,0
3019,1
9689,1
27138,0
2723,1
17554,0
14067,1
885,0
19404,1
12641,1
22607,0
11364,0
2968,0
12747,0
64,0
1105,1
20880,0
21875,1
12280,0
2287,0
6402,0
5210,0
29517,0
15587,0
8886,0
16686,0
11059,1
28774,0
28441,1
227,1
21186,1
11388,0
9586,0
29168,0
5315,1
26114,1
11775,1
20381,0
19405,1
21838,0
17768,0
23803,0
29794,0
315,1
9298,0
21866,1
13101,0
20585,0
2726,0
28016,1
17302,0
25778,0
20884,0
18490,0
4435,0
2253,1
5343,1
4579,0
4073,1
16644,0
21252,0
20969,0
21951,0
4979,0
15135,1
26490,0
21974,1
17929,1
18939,1
1713,0
13469,1
18424,1
6139,0
17317,0
8487,1
9934,0
3043,1
23905,0
19187,1
2064,0
18115,1
3500,0
28843,1
27250,1
13249,1
9057,0
25828,0
29386,1
10140,0
24288,1
24113,1
3818,1
15371,0
9574,0
10737,1
26300,0
23490,1
13761,0
17318,0
15277,1
2993,0
19027,1
16922,1
15560,0
23550,1
13576,1
12554,1
16818,0
10814,0
7814,0
809,0
29388,1
2468,0
20906,0
6967,1
12613,0
29447,0
5798,0
17405,1
25608,1
7126,0
20160,0
3336,0
28097,1
16737,1
23024,1
11464,0
4111,0
3685,0
7471,0
9859,1
15275,0
22674,0
5014,1
19133,0
29437,1
17711,1
16668,0
11735,1
22601,1
29835,1
1012,0
21617,1
27171,0
21672,0
25909,0
16393,0
5840,1
8785,1
8639,1
5476,1
27602,0
2970,1
11213,0
27206,1
9996,1
3495,1
10883,1
13363,1
25682,0
15906,1
23059,0
2245,0
22973,1
28794,1
6603,1
13184,0
26768,1
19238,1
11380,1
18486,0
24726,0
1031,1
21097,0
27415,1
26838,1
7571,1
16959,1
28140,0
15779,0
26494,0
18186,0
13647,0
20271,0
12005,0
5464,1
11394,0
20948,1
6040,0
21998,1
10060,0
17504,0
5626,0
25128,0
18081,0
26898,0
21685,0
22538,0
424,0
6852,1
13239,1
23690,0
5594,1
25506,0
11229,1
6009,1
12114,1
28006,0
28048,0
8089,1
437,0
15412,0
28098,0
4203,1
19627,0
4306,1
2867,0
13570,1
25730,0
9573,0
26919,1
29019,1
16660,1
16618,1
29948,0
28920,0
19364,0
14112,1
18132,1
22822,1
27709,0
6873,0
6301,0
24795,0
2999,1
12657,0
13130,0
11183,0
15533,1
25494,1
22803,0
1755,0
6551,1
15643,0
22465,1
12131,1
14867,1
19084,0
22553,0
22932,1
484,1
26094,1
13567,0
9214,1
29015,1
14753,1
13813,1
26737,1
5623,0
1053,0
18198,0
7486,0
25387,1
16002,0
6933,0
2135,1
29970,0
11866,0
23357,0
14554,1
27860,1
1316,0
27837,1
3727,1
4537,1
12030,1
5089,0
19328,0
10380,0
27190,0
4770,1
19433,0
23609,0
8833,1
17397,1
24429,0
5739,0
23587,1
15373,1
28762,1
7258,0
1384,0
5126,1
18218,1
26077,0
18403,1
6411,1
29438,0
6219,0
17493,0
16159,1
27160,1
26395,0
29467,1
1021,1
10089,0
10927,0
20332,0
6361,1
3804,1
15920,1
19672,1
1947,1
6089,1
4682,1
18513,0
1135,0
10735,0
29374,0
14594,0
10306,1
13329,0
26277,0
16452,1
13791,1
5624,0
21058,1
28513,0
15225,1
29690,0
12720,0
7127,1
2436,1
10846,1
17380,0
8345,0
22143,1
10295,0
3330,1
8202,0
25359,0
4460,0
20340,1
6693,1
11502,1
7191,0
10676,1
5764,0
17207,0
22444,1
5916,1
28377,1
1940,0
15118,1
20933,1
8485,0
24724,1
15832,1
25016,0
29048,1
5698,0
3759,1
22235,1
16973,1
7498,1
14341,0
25160,0
4855,0
18876,0
27034,1
21626,0
6733,0
26046,0
11529,1
3474,0
16624,1
8809,0
29696,0
29573,1
4846,0
7662,0
10441,0
22393,1
26418,0
24310,1
6141,0
20385,1
29002,0
3110,1
22466,0
16281,1
24857,0
13248,1
12375,1
3674,1
22552,1
5662,0
13377,0
21239,0
26244,1
2292,0
25342,1
18133,1
3537,0
5179,0
23401,0
7927,1
2409,0
5946,1
11008,0
7612,1
6285,1
8980,0
28460,0
29763,1
7160,1
8086,0
1475,0
20056,0
21554,0
23899,0
6427,1
16208,1
18212,1
7480,0
15766,0
13718,0
26001,1
8633,1
17747,0
19454,1
5676,1
24074,1
12816,1
20351,0
23208,0
11759,1
9183,1
1472,0
22194,1
21495,0
29259,0
25563,0
8839,0
9529,0
1785,1
18034,1
7736,0
6987,1
4524,1
26385,1
6621,1
21336,1
15828,1
16305,1
9841,0
4317,0
26810,0
17444,1
10879,1
25907,1
212,0
355,1
18615,1
26572,0
12437,0
22665,1
10243,0
15901,1
28589,0
27049,0
12800,0
1396,0
2789,0
19952,1
23594,0
2127,1
14124,1
26255,0
27946,1
26977,1
15741,0
28708,1
2911,1
12257,1
11510,0
27331,0
11246,0
25286,0
28964,0
26940,0
10709,1
10559,1
25616,1
18848,0
1089,1
11676,0
16235,1
3925,0
28171,1
24954,1
27240,0
18407,0
3865,1
28442,0
17639,0
23469,0
17807,1
7072,1
10731,1
20252,0
4426,1
9232,1
17867,1
10444,0
496,0
19588,0
5081,0
5620,0
4363,0
10930,1
5844,0
14010,1
7068,1
2131,0
15823,0
2058,0
10839,0
24416,1
12275,0
24731,0
5746,1
18597,1
13436,1
12926,0
156,1
6013,1
16520,0
12179,0
22026,1
9252,0
22517,0
23573,0
23605,1
19689,1
14226,1
27997,0
14224,1
24702,0
29604,0
28612,0
24229,1
4227,0
3809,0
24285,0
4513,1
22675,0
25957,0
3208,1
22363,0
3044,1
27043,0
9225,1
4654,0
27355,0
15561,1
6025,1
2470,1
21681,0
20971,0
23316,1
6840,0
5113,1
5186,0
11455,1
6741,0
28312,0
24071,0
17499,1
20778,1
4696,1
937,0
17293,0
7623,1
12092,1
16075,0
6295,1
958,1
18545,0
28019,1
12876,1
15230,1
19085,0
4687,1
5564,0
26757,1
27035,0
146,1
22498,1
460,1
9090,0
23702,1
9119,1
18508,0
14097,1
9289,0
2522,0
9546,1
12839,1
23624,1
28298,0
3215,0
17603,1
6521,1
866,0
23814,1
15210,1
19017,0
433,0
25966,1
15767,0
3507,1
14003,0
