,R,Q
16016,3.475827315282886,2
22287,3.5135488482576975,2
10995,-5.530589392338232,0
21529,1.8871276304358262,2
4802,-2.066439431223926,0
16381,10.785876275846098,1
28307,-3.001132888219253,1
18215,8.018174584771891,1
7357,-8.076715936967613,2
8082,5.686346866369377,2
15398,-3.140757625467799,3
18697,-6.765762585765498,2
13769,1.3608044573799023,1
14205,-3.1229613080354692,1
22563,5.263008315393801,1
3455,6.262645710040319,2
9718,-5.214088659283673,1
6336,-3.221541365603132,1
16312,-1.9859353578681649,2
8943,-1.0374108806770241,1
10624,9.97829556605866,0
29292,3.150710474809649,2
11363,-7.519695112925474,1
1928,-6.162602152603616,3
13291,-4.2312799480692735,3
4479,9.235527938574288,1
11089,4.229409526981789,2
23975,-3.4099192991404568,1
20144,1.7290229509918986,1
24056,11.780102811280317,0
20017,5.66652218221288,1
15880,2.039479946784809,1
6056,5.921908488581719,2
27834,-6.775939209274124,0
18685,5.97702810025702,2
738,4.903696005096843,3
8181,-4.550489558586414,1
3806,24.90495967743729,1
17954,1.4402573557025111,2
8440,6.112678214892494,1
13306,3.5758924021281038,3
14450,5.795434963531893,1
24485,2.4051120240334525,1
16185,-4.114807727897094,1
2388,-0.6384366807805648,2
19570,7.285341609864815,3
26460,-3.867714776816742,1
12285,16.435981702885822,0
21600,-8.25176464165496,0
9199,5.063030910127868,2
25844,9.90311440596497,1
6554,1.1788132865684817,0
8892,2.8051219210353513,1
10714,8.13949378506551,1
8328,1.4551815712970573,2
15164,-7.146140016823602,1
17614,-4.908118563230229,0
10555,4.323091787731137,0
2688,4.711870022423554,2
12645,-7.382934957514651,1
15753,-0.2806123442507005,1
13771,12.017469413316942,2
9807,7.411583922491123,2
12619,4.8898362237615896,2
6054,-4.60441843820252,2
28611,5.924227386428713,2
7619,-7.501825670277343,0
24335,12.1759782189648,2
1018,9.339848113034202,2
3347,-5.984323464503233,1
8445,-7.511999134957103,1
20960,7.230678848880817,1
7231,-1.279325224421882,3
13466,1.326897915817467,1
29151,-3.451608002327741,2
11830,4.324195467779527,1
9145,-6.67693790026882,2
9902,-0.602411527785673,1
5252,8.896517132495196,2
16199,8.125116056830723,1
29013,-8.153791632780546,2
11951,-4.901585372399745,0
3632,-6.607633528861299,1
10309,-6.92631742128505,0
13688,18.015200426795367,2
10065,-5.408864317607553,1
10604,1.9354447398606456,0
21444,2.816857215640114,1
5346,-1.8877699589987564,2
28596,-5.895433544486254,3
9931,4.140012769801068,2
3873,-3.784463174057774,2
8443,-5.030644467563219,1
3741,-5.719495561365366,2
27311,9.031233222468186,3
5717,-8.571930361412017,2
11301,3.1625933122108676,1
14473,-6.053071785100691,1
14781,-2.315462516945141,3
5752,4.067917303708067,1
20669,-2.812963943260293,2
20592,-4.069979363248648,2
14244,1.4691982479557961,1
12676,-7.8101510590259595,1
3125,-0.41244226574498555,3
29124,3.972177380409975,1
1871,18.946148918019563,2
9794,6.560545423316235,3
20386,-5.258271691818178,2
3241,2.862330715653435,2
26291,-8.408400110351138,1
9569,2.106790970060396,1
4872,2.6429208861916598,1
2215,7.87583047174725,1
8032,-7.7381031999071865,1
8903,10.249247472679961,1
1661,6.409145465404885,2
2642,15.062254925038552,3
27513,1.672374627007482,0
25316,-6.081325621925187,2
19968,-5.73704188244417,1
17238,5.07860872398531,2
23318,0.5477290364800558,2
5795,3.6236275253928634,1
5431,6.032724643192319,2
23757,-6.279883523289256,2
6865,5.118758430083519,1
244,5.461519766493504,2
23096,1.6881268453405318,1
13605,-8.495886991336338,1
16218,22.390098119482925,2
7363,1.9213523312958292,1
22515,4.918918070038281,1
23739,6.962510801249709,1
3548,11.931872898391536,2
16743,-7.698559209391214,2
17712,0.4631573661376507,0
6451,6.1416566670577915,2
17372,4.779644312375365,2
10316,7.23814735429455,2
20029,4.615863112866209,2
12826,-6.011735748318561,1
14682,-5.55218701504987,2
25150,-8.294825109759923,2
4890,-6.30444569063401,0
29112,14.945214451737172,1
14340,-6.561981530685796,3
24145,-8.176824757061162,2
22457,-6.862626772722289,1
1223,-3.162517634378096,1
17968,-9.03068893326914,2
23449,4.923169494439238,2
5863,-6.994229074539147,2
12378,-4.215568115766449,2
21398,1.3624453349299959,1
10214,-3.3701649303551235,2
26767,-0.42962263562808545,0
19985,-4.753309821228601,2
11376,7.694850250863482,1
8248,4.002180222220833,1
16455,2.9412732904416394,1
15757,-5.632896325010359,2
19470,12.923320319331573,1
8093,5.863066352132629,1
3995,2.8997463339132827,1
22027,-8.88110593454575,2
18704,-7.613244667917872,2
20082,5.682065925607515,2
29515,4.393821314046899,2
22158,-7.696337275777471,2
17482,8.815647653613166,1
15476,10.763896636382986,2
25916,-8.56705126724539,1
21331,-8.811615602489251,2
29367,0.24853914330257842,2
19756,-7.238366380334455,1
10092,-9.182137713960474,1
19163,-3.0569019761437612,2
8349,19.82249825831815,1
3984,-5.046499583222854,3
9094,1.2970377124187564,1
15274,1.7890589632441147,1
29724,1.0760116041906789,3
16363,-7.382533769193699,2
26533,-0.65057739129184,1
19226,6.443286665992976,1
28465,-7.094960403106404,1
9402,6.503736323464503,1
28665,0.30416282907451375,3
14478,-1.4852233932491714,1
11210,-7.4054841208878255,2
26630,4.5570842021651465,1
24023,1.1326147115795253,2
27066,3.216785069172057,2
23324,-9.300132246254632,2
9668,-4.003325946414117,2
3756,9.300067421389087,0
24367,-1.0577154860148674,1
13557,-5.5456578026470735,0
11568,-7.085740824160929,2
3574,3.3529879101716746,1
5546,-1.3840184388773924,2
463,5.800540713895998,1
21426,6.488915725576746,2
21939,-6.213514301030455,2
9774,2.6087969840258363,2
6586,3.3869559508951825,3
9382,6.030885832179264,2
5208,-1.5508257305570972,1
7981,2.6910678999495787,2
16379,6.882946468849726,1
96,6.26622655933528,1
14954,10.377747959336979,1
13465,-4.4845049993795065,1
983,-0.19224553147310708,1
2767,-5.528355281996493,0
20048,3.3528852911356046,1
25399,5.189573738838639,1
14863,0.5782602908924659,2
29830,2.399499317536332,0
18793,5.8680961242524035,1
6106,14.929902721556292,3
8814,2.8244605344715157,1
26496,-8.07669961476803,2
17727,3.948897992338087,2
2347,10.428172908038498,2
23409,2.7802727466987323,0
28683,8.106006337462041,1
19730,-8.356878084618863,1
22690,15.806536413154497,1
8370,-4.289596220135597,3
8945,3.9891786438111896,2
28281,4.033823795494794,2
13391,-7.6792379943148,3
20098,7.675141536433051,2
28390,7.634170029375479,2
4562,10.813920837192512,2
16010,-7.544164582606905,2
26008,2.383275067960062,1
5078,-6.43642283536354,2
18088,-7.475467910950876,1
1527,1.7357323821886166,1
14621,1.5841751926778853,1
20496,4.321292405519705,2
20726,-7.738393701698538,2
15953,-7.082645954950694,3
4586,4.43214027106902,1
9939,6.039352565400674,1
22625,-4.2404580156202325,2
5130,10.445771236289488,0
818,11.49261005657814,0
17411,-5.785358009016229,3
2824,-8.112100047723619,0
15500,16.54081120895924,2
27552,-5.8480647475107315,1
7723,-7.059431839626997,0
25958,2.1087639175152293,2
16792,4.774086927776628,1
15221,-5.11556109723452,3
22974,6.865014555131942,2
7073,4.157773921702702,0
951,2.0402443255252845,1
6084,-8.027459528240364,1
29025,-6.670728966329755,3
18865,-9.022760715460938,2
12301,-2.892528388796687,0
27730,2.800272493831088,2
13559,0.6175215477182618,1
27353,-7.514799563080528,3
13879,-5.671115420730965,1
17957,3.644386231548863,3
18564,0.9549401994415909,1
16071,21.51504114248219,2
17946,-7.631587978947614,3
16498,3.0289617230769545,2
8403,-5.8034943975463555,2
11981,-7.814319705133198,1
502,5.917772648108545,2
21333,5.237487067760878,2
27237,-4.7997051814505385,2
27287,2.0997769850366486,2
12874,-1.4615786120305998,1
26680,9.202339356833269,1
22381,-4.458103728835954,2
28037,7.454614384885437,3
3090,11.14449335579156,0
17150,-8.669199571774607,2
5037,-1.9907431978446901,1
13234,-4.665174213463905,1
10942,2.208323955097203,3
17431,2.97871655035722,1
13601,5.285147545789625,1
2546,-6.22121774031042,0
7757,6.906957381415488,0
20771,9.950205912028817,3
27883,2.969219989352183,2
1486,-9.399964197422339,1
29183,1.047267341620643,3
6385,-6.387380573639484,1
14019,-5.677841200021549,2
1974,-6.065913721251333,2
20741,3.972200377582914,3
5773,-1.9743120517649864,0
3544,6.549015691374203,2
27803,1.5253580722343667,1
29753,-1.7800849509801555,2
27150,-9.077652968923491,2
7394,-2.473260088628172,1
14267,-4.776485633250187,2
19215,5.2766210249367935,3
29641,-1.463728269280395,1
26259,-6.663390254976923,2
12832,-2.8790881255989937,2
22710,8.862865185395057,2
29092,-8.918909375435288,1
17087,-5.48210595692321,2
2033,-4.712415889537159,2
16210,0.3966412600708651,2
23066,3.007256092232538,2
18171,-4.996769655883957,2
191,8.735528785355651,1
23979,-2.858956232762285,3
19432,-7.970235098161774,1
6989,4.87639792772487,1
19634,-6.206220696969922,2
23167,14.669623322938534,2
14491,1.0993795482187247,2
17358,-7.553069516272491,2
28963,-5.97679974467859,2
20376,10.878073219684183,2
19032,6.810567953134236,1
15190,-5.767747279597548,1
5031,-7.012706560285584,2
12715,17.927303061667104,0
19465,-7.945873425821444,1
21947,-7.216944983228663,2
7846,2.5312891410624996,2
12835,2.068954651978504,1
13971,6.837725265113102,1
29810,8.72660389556234,3
21524,-8.294261450768335,0
11354,-5.9682184523043516,2
4885,0.8025682668760268,2
12975,-8.953447929842579,1
25457,-5.1027094096313865,2
21278,1.8333027027984832,3
13289,2.3416381105499124,2
25083,-2.7418595753732316,3
24199,12.852465511942775,1
11369,-0.9587287758757963,1
20341,3.442418699366461,1
1762,1.649628816545348,1
6275,-5.697786769905782,1
8173,-2.665771634900053,0
9053,4.211031420530073,1
2964,-5.177037344701627,2
17808,-4.634447504028546,2
8076,10.062599721973635,2
9428,11.303321390084164,1
2403,7.658255569069932,1
15114,-7.30299069118323,0
13825,2.638198140587079,2
23057,5.121388540985744,1
5088,1.6204580669638942,2
3015,6.3444168803913445,2
25189,-3.9842255339182593,0
13651,2.737773582765019,1
18914,4.108928306958109,0
10634,-1.2074782525602679,0
13021,3.2314893529742257,1
17332,2.456553623401597,0
3233,7.766263548666398,2
25426,7.422740094012429,2
5958,-6.262207364681307,1
6984,3.1625384965778736,2
26612,4.209692277845914,2
6806,-4.054082934931793,2
23784,-1.5188724518931522,1
2702,14.183061635721486,0
12726,0.8562603014706841,0
7452,8.411987953224628,2
12346,-3.4996060449329445,1
20428,2.9876981890853473,2
23976,7.704992281765421,2
6667,-8.84305220898942,2
13302,6.605432354084266,2
24877,-2.701288867778409,1
18510,1.9731793292857773,2
3114,-7.354525723144739,3
26652,4.8347411775735605,1
19882,15.524966505239474,1
3018,-8.180895354488467,1
18003,-0.5010659359510363,3
12121,4.965007193793733,3
10670,-0.34292329524162923,2
19953,2.854573413721411,1
4645,-4.364298204104541,2
11761,16.452106269605384,1
8263,5.056977161483606,1
7116,-3.564338748701953,2
25630,8.815655613014712,3
700,4.330061071577905,2
22196,-0.11284415101295764,1
27570,-6.552479664641647,2
19642,-3.743997646822036,2
7316,3.0692384493528992,2
7029,1.5771780941821776,1
23610,-6.1761620186558615,2
1175,-7.9637079611033466,2
11678,-3.9849330920109285,3
18967,16.264783319114848,2
3031,-6.645022587569949,1
144,-5.431337874175577,2
12337,0.7001250737487894,0
2,-5.853149246887139,3
13857,15.334512472565864,0
532,-5.250351033205855,0
10280,-8.362873972692961,2
2752,5.462135764435939,1
6848,4.97201044752892,3
4298,6.84739020213845,2
15216,3.043904043382049,0
11661,-8.233401667839297,2
27687,-1.8390046438143894,1
15236,-2.6140557559937676,1
18918,5.051245856570562,2
8336,9.591622385606058,2
28751,3.865766272459748,1
13512,-9.122894218706952,0
20847,-7.733546839486346,3
15719,-8.173907390297481,2
11083,-5.642262477176133,1
5009,-8.41017283458763,3
7630,-6.945841543034932,2
11708,3.895992255054999,0
2081,-1.0856348594371372,3
5525,9.946043810370842,3
1455,7.696153901212657,1
8229,1.5561894681543404,1
6326,5.817213070302917,2
16345,-8.12004091658819,1
21688,2.193131817298932,1
2244,2.0586974736291213,0
11915,-3.4959531405395534,1
3979,-6.416378228078039,3
20656,-1.1476140570437874,2
22231,4.663970629643911,1
16809,2.2315665579678146,2
7952,-5.608389971920444,3
4629,-7.056698723113053,1
23210,2.4226043419369647,1
670,-7.934638530271998,1
2568,7.840684281767556,1
22273,-3.3942284092895783,1
18669,-7.850122609703805,3
26153,1.6398011390376537,1
23687,-8.473868489208208,0
24948,-5.639784179015869,0
27778,1.981701741034401,2
6948,3.1462626015143496,1
9343,-6.146489956601743,2
14075,-4.283676379404694,0
7090,4.530327063358684,2
29933,10.27594551207973,3
20358,-6.739560893074588,2
9229,8.904598055768119,2
10045,-2.6996774972189392,2
15352,-4.512674258666708,1
3197,-3.011413167321944,1
16739,-4.414755865384743,2
7257,-7.83426601637391,3
10463,-6.582898604135103,1
1497,-3.5923006592835733,2
22638,4.798618719871964,1
3048,-5.529174614320093,3
5400,5.013586442234242,2
12190,-6.429490397162754,1
11252,-4.828419608384864,2
16317,14.47239927040852,1
16414,2.0042711225690857,2
2893,11.253431608125888,3
13939,2.6231123727200374,1
21614,1.873369536326504,0
11096,-3.4540907543715598,0
27330,5.517352326211354,1
27455,4.958894082243448,2
3203,4.599886172122792,0
2845,-6.4178846879294325,1
6749,-0.7608850034288057,0
5506,8.9222856265466,2
4924,-5.542073722758821,1
5420,7.659673817139743,1
27588,10.36369760415001,2
1015,3.352759064684272,2
23308,10.110062042957827,2
11910,3.149366245897084,2
8168,1.574298416540475,3
13643,4.912269782734353,1
27059,6.250911791836395,2
5708,-7.4798720267785015,1
9156,13.985430062183456,2
25960,-7.307248515817333,0
928,1.1526937786193443,2
21145,5.222722268938286,2
10461,4.713803161555658,1
25520,4.77481615818307,1
857,6.167092940127294,2
17729,6.683215558888172,2
14079,-0.8937156778236428,1
6765,-1.4603578514634403,2
19472,6.978701869935588,0
13087,3.8818799107082427,1
26068,2.849012657068391,3
28524,15.082019148369342,1
13324,-7.880839541602798,1
27825,2.6285547051071543,2
13299,-6.983587985349037,1
14436,9.168466017556092,1
12133,3.2126372564789802,0
3135,8.320508575094841,2
16416,-5.404840431220685,3
16215,-7.964216976369978,1
28078,-5.034698265985772,2
19442,-6.818371096544153,3
13892,7.914796778816756,2
18593,5.879469794694713,1
3794,10.551656984640653,2
3880,5.127477957124332,2
6831,4.934897120793499,2
8859,-7.146504997669897,1
23901,1.6591062162501902,1
15629,0.7055518879911739,2
1542,4.346130281780317,1
6756,2.172209393683479,2
9511,-7.004876386499597,1
17454,10.756901059342512,2
25848,-7.993891806229126,2
2677,4.471217099743943,1
2829,3.046887765620703,0
7824,-1.5650906596507994,2
28582,-5.2573654382464925,1
6414,1.0727871678299115,1
29032,2.848466101049631,2
6255,-1.3179008878814162,2
13161,2.713674976418807,1
19220,2.440477290100175,1
22097,5.282219014283861,0
7876,3.072283247387959,2
6444,-5.827538884627346,2
27845,6.483857241905687,3
27812,2.019398980185586,2
13376,0.7440256500504585,1
490,-2.126240454831482,1
4612,-5.755594923977463,2
14018,14.768923447872536,1
20865,-5.172989639024769,0
18663,0.8474038864633304,2
11462,2.6935661645604467,2
9359,-6.075678208851446,0
17167,3.4964203437326185,1
10176,-8.116486922353342,0
23507,6.477095750988649,0
24960,3.4918287775362833,1
20177,-8.975903377819295,2
21861,4.098189368599027,1
10256,-6.23734640874486,3
21620,7.714064512485866,1
27546,0.2770472518091648,3
3121,3.1309006903369667,2
8594,3.96684898007463,3
22207,-7.26856098867645,0
29472,-5.031124829809111,2
23751,-8.876575166513183,2
13542,0.15113793293342503,3
7590,4.886586049103956,1
17026,8.80680033803456,3
19964,-7.528238227356887,1
5236,16.11589093084447,3
3929,15.327578696940247,0
20457,6.709529962572333,2
12479,-1.4705258170720104,1
19034,7.148678179231931,2
661,-6.1555010093626485,2
17813,16.332634915257447,1
11586,-7.91022114152009,0
199,3.2823961878607353,1
2606,8.354479187964426,1
19951,2.2733359855005304,3
1266,-7.186977536971771,3
26895,-6.078089671868044,1
22937,5.452949795469856,0
23692,10.428531492886489,3
25764,9.088928019498393,3
24590,3.279669187436082,2
17360,-2.7889200640534657,1
10672,21.92184042684739,2
3834,-0.28234947020350987,1
23805,8.832717263685465,2
1538,-6.745277879126037,2
25954,-8.285815226851337,2
5952,-7.523508350441553,0
20129,9.608817151621366,0
20759,2.0778224014599864,2
16859,6.565821868547445,2
275,-8.871894433773535,2
26089,-1.073828091695873,1
27403,5.794386108775565,1
3085,5.786973401355108,1
27510,1.4477473142288617,0
29036,2.4232254224015017,0
23311,6.936785144525615,1
18920,1.0810960440623756,1
19265,-4.774892892391765,2
26741,5.6157703420005785,1
15222,-8.56413174305575,2
20113,-7.724797389958659,3
20949,9.40219093529948,2
1590,3.9000989660184664,1
18227,-0.1652186578802759,1
29884,6.003384517683763,0
22826,2.6649876505456738,2
21594,5.03276782593874,1
24452,-7.8238120076334585,1
11973,-2.3665082565823408,1
6304,5.20033934316246,1
21338,0.958108496973411,3
20921,-7.548908644444918,1
7199,3.692777832915024,1
29355,-5.000079129512646,1
26698,-7.737909093971039,2
12449,-8.508122095772602,0
9043,-7.748888890310383,2
6363,4.526808436929096,3
26564,1.82713922448262,0
22977,-1.3490804403968895,1
10510,24.515779561941326,1
12288,-7.301038563884934,3
13827,7.9712262902664,1
2908,10.534514504141956,1
17609,-7.807976841858222,2
19170,-7.779330541382391,1
19218,-1.7126443902051367,1
10374,3.79453385240076,1
7370,-4.754284391685703,0
547,7.925198035643792,1
10085,11.456462118189293,1
16931,3.1584572786276075,2
9852,0.25438895200171174,2
14469,1.858056568191339,2
12685,-4.7243363483555365,1
2560,-6.811369525542999,0
2268,-0.7225630379737034,3
6312,-7.4441615154406175,1
7080,7.9322858153533105,2
1278,-4.662231618086243,2
13333,2.4322018877107077,1
26127,-1.3015391363844238,2
7647,-3.5278566551307193,2
9449,4.256210123742719,1
1236,-5.897002085353393,1
25299,4.088474364504128,2
21272,-6.097561997680068,2
8242,0.2064820844982762,2
24445,2.193020399680831,2
2837,-4.611466248335368,2
3652,-4.2368133892062545,1
14678,-2.8584239572726062,1
2766,-7.338641974505304,0
8530,-4.691469219829451,2
9500,8.34540193486352,1
11990,5.169123399560477,1
1764,-0.6829577161156166,1
21817,-5.000908229554372,2
21067,-9.110302077378286,0
2813,2.7344100359331467,1
10962,3.6535267063657457,2
6558,13.079440120555315,2
14556,2.634417533327605,1
1837,-4.201269232223011,1
261,-5.238847624092499,1
17818,3.893667796773109,2
18821,-5.7779817930972435,2
5318,-3.1892926314102787,1
17989,-4.84217419237668,2
23291,4.727072269389236,3
15364,-6.931677935929516,0
2605,1.1320156052502952,0
4057,-3.7181583305022974,0
22654,7.436377519121898,3
24710,-8.97700600726666,3
15113,2.260112987851489,3
13922,-5.101154822833257,0
14524,-6.504053639693705,3
20615,1.383216105801703,3
16489,-4.392327379593384,1
13513,2.370800574437648,1
18347,-6.7984041867531,2
241,1.1011612154789177,3
9818,-7.920646921840724,0
1413,1.5381132308834473,1
10554,-0.8275230684212609,1
8834,12.147900891078855,2
16890,3.4190226110742303,0
25134,-7.251765369525019,1
7246,-6.040978835317784,2
8690,-4.156804650259046,0
29923,-7.9065984470356785,1
6579,0.8606871582407649,1
23795,10.393161697091065,2
18359,5.1134566078735135,2
18219,3.6500893660348326,1
7522,2.8380250259959556,2
29047,2.2862919747163772,3
29564,0.3275358606138745,3
3475,0.07552260668024324,1
17492,13.609894282506971,2
29018,1.8364634219934755,1
570,3.9884089337165625,2
21214,-8.006599797548837,3
18675,8.903036356860694,1
1289,15.673550777221587,1
24873,4.484243815598182,0
20317,-1.9890745414094653,2
1139,0.719693936792293,2
770,-5.589193667927605,1
7064,8.977497028881421,1
19128,5.021509346405432,1
5076,6.11610222544969,2
22176,8.358723341927863,0
10498,4.748632082123598,1
13678,15.409291021694653,2
26075,-8.343023823810366,1
11899,1.7583183272159424,1
27470,7.303832479900134,3
968,10.495578144080419,1
8067,2.415182133491961,0
17663,-2.7509960279782426,2
9646,6.716738333913279,2
8746,-2.3934450779731424,1
7110,6.153589281097394,1
25184,8.145871994231424,0
16553,5.77313790121666,0
642,4.369442068314042,1
29857,-3.7599038905054742,3
13086,-3.4821860344609226,0
26063,2.7357371415826535,0
18066,-8.878666063667733,2
8501,5.026867309619509,0
10693,4.844693820138524,1
19225,5.50287279847467,1
7834,-7.686355704643228,2
6684,12.10819354196886,1
13252,3.1538394916134296,2
4446,9.510275185447494,2
29101,-7.846706040662661,1
10550,3.6104749133689857,1
20133,-5.538894551356765,1
10339,4.131608977881839,2
13288,1.0257802145476371,2
29937,-5.661594237692698,0
5342,-4.974594248293222,1
14891,-4.781587268692547,2
10901,-6.037491794449528,2
27325,12.535666733269053,3
8503,3.635578538824484,1
17857,-4.870594734902282,0
27110,0.8186680900952741,2
6477,9.32322599871188,1
57,3.835304751692941,1
22909,9.725909021162842,1
11402,7.5343894412979235,1
22913,4.576072633251459,2
21572,-7.3967234316944515,1
19702,-7.286192237842835,3
10122,5.154535595461116,2
5341,-2.3642863355868506,2
13703,3.0019684342506716,0
24242,-5.249697172904476,1
12315,5.383623420359095,2
22606,-4.581631087821753,1
14732,11.949110950234685,2
13043,8.860720308610595,1
21447,15.415913400428584,1
20212,4.816362588469075,1
24073,2.2288457195180396,1
18255,-8.027741452859257,2
8350,-4.351410791341827,0
22009,2.4506906076083568,1
20034,8.0738748680811,1
12055,-7.750401357784991,2
16390,3.292482062649773,1
6201,-3.361270574749037,0
26492,-7.751988883654889,0
25871,13.968570648722133,2
217,7.187370980435318,1
26274,3.6125625654042253,2
7569,4.86446188029708,2
16017,-7.232922833790865,1
27992,22.139403069904997,1
26975,2.289630948588038,1
4403,1.2977499582747498,3
29338,-5.9676485365950285,1
14104,1.228134824345216,2
499,-5.127205946722799,1
13581,-7.5092191128456225,1
8745,1.2750129601816624,3
10854,5.61857731360929,3
4683,10.25753017245081,1
1205,1.5397499813236966,1
5900,1.285516343630939,0
1263,-3.6570054869705295,0
5656,-6.831181270617202,1
26113,-8.224295376919821,2
25281,17.811972157774722,3
12193,-3.3489926453809264,2
6426,-1.33373987640163,1
2520,-6.90044304324089,1
621,8.12696851219064,2
20085,-3.2897962961685714,2
17178,-1.8627027149071225,2
19235,8.703619067542713,1
27293,-7.667599584904973,2
18511,-4.485782489001809,1
8642,-7.905351487889573,1
9760,-8.981520881704341,3
18302,2.4998848885849103,2
15070,25.165972265146976,1
11105,-9.045928813690338,2
7763,-6.550558055527333,0
20728,2.0801033200890213,1
6790,4.855862526241735,2
1243,0.5930168007591461,2
