,R,Q,A
23723,4.1295759759501705,0,0
27169,-1.1609977608992335,3,1
3009,-3.555834640837001,3,1
28913,-8.148605381350174,3,1
9249,-6.206919538495588,3,1
28094,2.5172289118023405,0,0
29758,8.099663098632579,0,0
4621,2.4075085906391775,0,0
17612,5.2666966542490545,0,0
21362,1.0381533116041672,0,0
23559,-5.45958921165444,3,1
11015,12.102828658871337,0,0
3739,5.637632895361124,0,0
2362,6.54627665944938,0,0
26779,3.4068153752329424,0,0
5783,-7.125821118623202,3,1
10977,-3.8204627785389587,3,1
409,-3.289370207151695,3,1
4543,-4.9221573073902904,3,1
28431,5.736900623613717,0,1
25867,-6.357545411291732,3,1
17731,-7.117427287875483,3,1
14540,-4.785920614496744,3,1
20578,-7.139291073965671,3,1
26731,-3.398248142795657,3,1
4394,8.35563018107327,0,0
3541,6.2832681610976815,0,0
6271,-7.271247614348295,3,1
427,2.683011346653884,0,0
24566,5.283836670301446,0,0
14866,5.293862506800169,0,0
5536,3.7779766538883317,0,0
24265,-3.166144571786143,3,1
11601,1.6485028210041124,0,0
1616,5.389512362254995,0,0
14528,19.298099065640457,0,0
2539,0.4238981737626253,0,0
5865,-4.258069801276342,3,1
28359,-5.190976266628013,3,1
14752,3.4880401157678165,0,0
23342,-3.8297260414210177,3,1
17260,11.740927074994206,0,0
27715,5.400185019775551,0,0
2735,-7.352703806936576,3,1
12523,0.7437613830514095,0,0
22104,5.496715839936626,0,0
21843,16.244715355616478,0,0
26198,-8.467492659530993,3,1
28640,9.334966040202804,0,0
17479,-6.05338363236878,3,1
28863,-5.461209676329725,3,1
25961,3.7229215681240637,0,0
21397,4.317121580519768,0,0
22861,8.259259093257874,0,0
16383,-7.671466712129848,3,1
23672,6.996448970355079,0,0
125,10.292575291345226,0,0
7833,3.7729729815965456,0,0
19467,4.436439783307468,0,0
29370,3.539670504608207,0,1
13435,-1.5214733844655477,3,1
4878,-4.468668631108067,3,1
29456,-5.528016507887111,3,1
3710,-5.547467860566923,3,1
23652,-5.273178001582902,3,1
2446,7.197956214006117,0,0
17553,-8.35064626914507,3,1
13096,6.648958974724106,0,1
5904,-9.487526073457706,3,1
13667,6.844967895692939,0,0
5792,3.8977020800940427,0,0
20584,2.4327683865374192,0,0
19677,-8.21854462912571,3,1
10261,5.057601953783819,0,0
15339,4.913702924481516,0,0
15965,-5.011774248852456,3,1
18867,4.513723948146271,0,0
3016,1.290724153727215,0,0
6914,4.632835463729748,0,0
15069,-5.841556584174512,3,1
14677,7.544657397754348,0,0
1584,-4.096284988286531,3,1
3290,-7.532917387128724,3,1
14547,2.108585026950416,0,0
5828,-3.314443114863078,3,1
22000,10.998950806534506,0,0
16262,10.3102664307272,0,0
29074,9.842334762989722,0,0
25624,-7.782374865731118,3,1
16095,-9.17227532102364,3,1
18630,10.751486844837736,0,0
27769,-4.498266800420071,3,1
2455,1.6918540658972674,0,1
18265,9.292792533765471,0,0
18544,4.260766116356752,0,0
16016,3.475827315282886,0,0
22287,3.5135488482576975,0,0
10995,-5.530589392338232,3,1
21529,1.8871276304358262,0,0
4802,-2.066439431223926,3,1
16381,10.785876275846098,0,0
28307,-3.001132888219253,3,1
18215,8.018174584771891,0,0
7357,-8.076715936967613,3,1
8082,5.686346866369377,0,1
15398,-3.140757625467799,3,1
18697,-6.765762585765498,3,1
13769,1.3608044573799023,0,0
14205,-3.1229613080354692,3,1
22563,5.263008315393801,0,1
3455,6.262645710040319,0,0
9718,-5.214088659283673,3,1
6336,-3.221541365603132,3,1
16312,-1.9859353578681649,3,1
8943,-1.0374108806770241,3,1
10624,9.97829556605866,0,0
29292,3.150710474809649,0,0
11363,-7.519695112925474,3,1
1928,-6.162602152603616,3,1
13291,-4.2312799480692735,3,1
4479,9.235527938574288,0,0
11089,4.229409526981789,0,0
23975,-3.4099192991404568,3,1
20144,1.7290229509918986,0,0
24056,11.780102811280317,0,0
20017,5.66652218221288,0,0
15880,2.039479946784809,0,0
6056,5.921908488581719,0,0
27834,-6.775939209274124,3,1
18685,5.97702810025702,0,0
738,4.903696005096843,0,0
8181,-4.550489558586414,3,1
3806,24.90495967743729,0,1
17954,1.4402573557025111,0,0
8440,6.112678214892494,0,1
13306,3.5758924021281038,0,0
14450,5.795434963531893,0,0
24485,2.4051120240334525,0,0
16185,-4.114807727897094,3,1
2388,-0.6384366807805648,3,1
19570,7.285341609864815,0,0
26460,-3.867714776816742,3,1
12285,16.435981702885822,0,0
21600,-8.25176464165496,3,1
9199,5.063030910127868,0,0
25844,9.90311440596497,0,1
6554,1.1788132865684817,0,0
8892,2.8051219210353513,0,0
10714,8.13949378506551,0,0
8328,1.4551815712970573,0,1
15164,-7.146140016823602,3,1
17614,-4.908118563230229,3,1
10555,4.323091787731137,0,0
2688,4.711870022423554,0,0
12645,-7.382934957514651,3,1
15753,-0.2806123442507005,3,1
13771,12.017469413316942,0,0
9807,7.411583922491123,0,0
12619,4.8898362237615896,0,0
6054,-4.60441843820252,3,1
28611,5.924227386428713,0,0
7619,-7.501825670277343,3,1
24335,12.1759782189648,0,0
1018,9.339848113034202,0,0
3347,-5.984323464503233,3,1
8445,-7.511999134957103,3,1
20960,7.230678848880817,0,0
7231,-1.279325224421882,3,1
13466,1.326897915817467,0,1
29151,-3.451608002327741,3,1
11830,4.324195467779527,0,0
9145,-6.67693790026882,3,1
9902,-0.602411527785673,3,1
5252,8.896517132495196,0,0
16199,8.125116056830723,0,0
29013,-8.153791632780546,3,1
11951,-4.901585372399745,3,1
3632,-6.607633528861299,3,1
10309,-6.92631742128505,3,1
13688,18.015200426795367,0,0
10065,-5.408864317607553,3,1
10604,1.9354447398606456,0,0
21444,2.816857215640114,0,0
5346,-1.8877699589987564,3,1
28596,-5.895433544486254,3,1
9931,4.140012769801068,0,0
3873,-3.784463174057774,3,1
8443,-5.030644467563219,3,1
3741,-5.719495561365366,3,1
27311,9.031233222468186,0,0
5717,-8.571930361412017,3,1
11301,3.1625933122108676,0,0
14473,-6.053071785100691,3,1
14781,-2.315462516945141,3,1
5752,4.067917303708067,0,0
20669,-2.812963943260293,3,1
20592,-4.069979363248648,3,1
14244,1.4691982479557961,0,0
12676,-7.8101510590259595,3,1
3125,-0.41244226574498555,3,1
29124,3.972177380409975,0,0
1871,18.946148918019563,0,0
9794,6.560545423316235,0,0
20386,-5.258271691818178,3,1
3241,2.862330715653435,0,0
26291,-8.408400110351138,3,1
9569,2.106790970060396,0,0
4872,2.6429208861916598,0,0
2215,7.87583047174725,0,0
8032,-7.7381031999071865,3,1
8903,10.249247472679961,0,0
1661,6.409145465404885,0,0
2642,15.062254925038552,0,1
27513,1.672374627007482,0,1
25316,-6.081325621925187,3,1
19968,-5.73704188244417,3,1
17238,5.07860872398531,0,0
23318,0.5477290364800558,0,0
5795,3.6236275253928634,0,0
5431,6.032724643192319,0,0
23757,-6.279883523289256,3,1
6865,5.118758430083519,0,0
244,5.461519766493504,0,0
23096,1.6881268453405318,0,0
13605,-8.495886991336338,3,1
16218,22.390098119482925,0,0
7363,1.9213523312958292,0,0
22515,4.918918070038281,0,0
23739,6.962510801249709,0,0
3548,11.931872898391536,0,0
16743,-7.698559209391214,3,1
17712,0.4631573661376507,0,1
6451,6.1416566670577915,0,0
17372,4.779644312375365,0,0
10316,7.23814735429455,0,0
20029,4.615863112866209,0,0
12826,-6.011735748318561,3,1
14682,-5.55218701504987,3,1
25150,-8.294825109759923,3,1
4890,-6.30444569063401,3,1
29112,14.945214451737172,0,1
14340,-6.561981530685796,3,1
24145,-8.176824757061162,3,1
22457,-6.862626772722289,3,1
1223,-3.162517634378096,3,1
17968,-9.03068893326914,3,1
23449,4.923169494439238,0,0
5863,-6.994229074539147,3,1
12378,-4.215568115766449,3,1
21398,1.3624453349299959,0,0
10214,-3.3701649303551235,3,1
26767,-0.42962263562808545,3,1
19985,-4.753309821228601,3,1
11376,7.694850250863482,0,1
8248,4.002180222220833,0,1
16455,2.9412732904416394,0,1
15757,-5.632896325010359,3,1
19470,12.923320319331573,0,0
8093,5.863066352132629,0,0
3995,2.8997463339132827,0,0
22027,-8.88110593454575,3,1
18704,-7.613244667917872,3,1
20082,5.682065925607515,0,0
29515,4.393821314046899,0,0
22158,-7.696337275777471,3,1
17482,8.815647653613166,0,0
15476,10.763896636382986,0,0
25916,-8.56705126724539,3,1
21331,-8.811615602489251,3,1
29367,0.24853914330257842,0,0
19756,-7.238366380334455,3,1
10092,-9.182137713960474,3,1
19163,-3.0569019761437612,3,1
8349,19.82249825831815,0,0
3984,-5.046499583222854,3,1
9094,1.2970377124187564,0,0
15274,1.7890589632441147,0,0
29724,1.0760116041906789,0,0
16363,-7.382533769193699,3,1
26533,-0.65057739129184,3,1
19226,6.443286665992976,0,0
28465,-7.094960403106404,3,1
9402,6.503736323464503,0,0
28665,0.30416282907451375,1,1
14478,-1.4852233932491714,3,1
11210,-7.4054841208878255,3,1
26630,4.5570842021651465,0,0
24023,1.1326147115795253,0,0
27066,3.216785069172057,0,0
23324,-9.300132246254632,3,1
9668,-4.003325946414117,3,1
3756,9.300067421389087,0,0
24367,-1.0577154860148674,3,1
13557,-5.5456578026470735,3,1
11568,-7.085740824160929,3,1
3574,3.3529879101716746,0,0
5546,-1.3840184388773924,3,1
463,5.800540713895998,0,0
21426,6.488915725576746,0,1
21939,-6.213514301030455,3,1
9774,2.6087969840258363,0,0
6586,3.3869559508951825,0,0
9382,6.030885832179264,0,0
5208,-1.5508257305570972,3,1
7981,2.6910678999495787,0,0
16379,6.882946468849726,0,0
96,6.26622655933528,0,1
14954,10.377747959336979,0,0
13465,-4.4845049993795065,3,1
983,-0.19224553147310708,3,1
2767,-5.528355281996493,3,1
20048,3.3528852911356046,0,0
25399,5.189573738838639,0,0
14863,0.5782602908924659,0,1
29830,2.399499317536332,0,1
18793,5.8680961242524035,0,0
6106,14.929902721556292,0,0
8814,2.8244605344715157,0,0
26496,-8.07669961476803,3,1
17727,3.948897992338087,0,0
2347,10.428172908038498,0,0
23409,2.7802727466987323,0,0
28683,8.106006337462041,0,0
19730,-8.356878084618863,3,1
22690,15.806536413154497,0,0
8370,-4.289596220135597,3,1
8945,3.9891786438111896,0,0
28281,4.033823795494794,0,0
13391,-7.6792379943148,3,1
20098,7.675141536433051,0,0
28390,7.634170029375479,0,0
4562,10.813920837192512,0,0
16010,-7.544164582606905,3,1
26008,2.383275067960062,0,0
5078,-6.43642283536354,3,1
18088,-7.475467910950876,3,1
1527,1.7357323821886166,0,0
14621,1.5841751926778853,0,0
20496,4.321292405519705,0,0
20726,-7.738393701698538,3,1
15953,-7.082645954950694,3,1
4586,4.43214027106902,0,1
9939,6.039352565400674,0,0
22625,-4.2404580156202325,3,1
5130,10.445771236289488,0,0
818,11.49261005657814,0,0
17411,-5.785358009016229,3,1
2824,-8.112100047723619,3,1
15500,16.54081120895924,0,0
27552,-5.8480647475107315,3,1
7723,-7.059431839626997,3,1
25958,2.1087639175152293,0,0
16792,4.774086927776628,0,0
15221,-5.11556109723452,3,1
22974,6.865014555131942,0,0
7073,4.157773921702702,0,1
951,2.0402443255252845,0,0
6084,-8.027459528240364,3,1
29025,-6.670728966329755,3,1
18865,-9.022760715460938,3,1
12301,-2.892528388796687,3,1
27730,2.800272493831088,0,0
13559,0.6175215477182618,0,1
27353,-7.514799563080528,3,1
13879,-5.671115420730965,3,1
17957,3.644386231548863,0,0
18564,0.9549401994415909,0,1
16071,21.51504114248219,0,0
17946,-7.631587978947614,3,1
16498,3.0289617230769545,0,0
8403,-5.8034943975463555,3,1
11981,-7.814319705133198,3,1
502,5.917772648108545,0,0
21333,5.237487067760878,0,0
27237,-4.7997051814505385,3,1
27287,2.0997769850366486,0,0
12874,-1.4615786120305998,3,1
26680,9.202339356833269,0,0
22381,-4.458103728835954,3,1
28037,7.454614384885437,0,0
3090,11.14449335579156,0,0
17150,-8.669199571774607,3,1
5037,-1.9907431978446901,3,1
13234,-4.665174213463905,3,1
10942,2.208323955097203,0,1
17431,2.97871655035722,0,0
13601,5.285147545789625,0,0
2546,-6.22121774031042,3,1
7757,6.906957381415488,0,1
20771,9.950205912028817,0,0
27883,2.969219989352183,0,0
1486,-9.399964197422339,3,1
29183,1.047267341620643,0,0
6385,-6.387380573639484,3,1
14019,-5.677841200021549,3,1
1974,-6.065913721251333,3,1
20741,3.972200377582914,0,0
5773,-1.9743120517649864,3,1
3544,6.549015691374203,0,0
27803,1.5253580722343667,0,0
29753,-1.7800849509801555,3,1
27150,-9.077652968923491,3,1
7394,-2.473260088628172,3,1
14267,-4.776485633250187,3,1
19215,5.2766210249367935,0,0
29641,-1.463728269280395,3,1
26259,-6.663390254976923,3,1
12832,-2.8790881255989937,3,1
22710,8.862865185395057,0,0
29092,-8.918909375435288,3,1
17087,-5.48210595692321,3,1
2033,-4.712415889537159,3,1
16210,0.3966412600708651,0,1
23066,3.007256092232538,0,0
18171,-4.996769655883957,3,1
191,8.735528785355651,0,0
23979,-2.858956232762285,3,1
19432,-7.970235098161774,3,1
6989,4.87639792772487,0,0
19634,-6.206220696969922,3,1
23167,14.669623322938534,0,0
14491,1.0993795482187247,0,0
17358,-7.553069516272491,3,1
28963,-5.97679974467859,3,1
20376,10.878073219684183,0,0
19032,6.810567953134236,0,0
15190,-5.767747279597548,3,1
5031,-7.012706560285584,3,1
12715,17.927303061667104,0,1
19465,-7.945873425821444,3,1
21947,-7.216944983228663,3,1
7846,2.5312891410624996,0,1
12835,2.068954651978504,0,0
13971,6.837725265113102,0,0
29810,8.72660389556234,0,0
21524,-8.294261450768335,3,1
11354,-5.9682184523043516,3,1
4885,0.8025682668760268,0,0
12975,-8.953447929842579,3,1
25457,-5.1027094096313865,3,1
21278,1.8333027027984832,0,0
13289,2.3416381105499124,0,0
25083,-2.7418595753732316,3,1
24199,12.852465511942775,0,0
11369,-0.9587287758757963,3,1
20341,3.442418699366461,0,0
1762,1.649628816545348,0,0
6275,-5.697786769905782,3,1
8173,-2.665771634900053,3,1
9053,4.211031420530073,0,0
2964,-5.177037344701627,3,1
17808,-4.634447504028546,3,1
8076,10.062599721973635,0,0
9428,11.303321390084164,0,0
2403,7.658255569069932,0,0
15114,-7.30299069118323,3,1
13825,2.638198140587079,0,1
23057,5.121388540985744,0,0
5088,1.6204580669638942,0,0
3015,6.3444168803913445,0,0
25189,-3.9842255339182593,3,1
13651,2.737773582765019,0,1
18914,4.108928306958109,0,0
10634,-1.2074782525602679,3,1
13021,3.2314893529742257,0,1
17332,2.456553623401597,0,0
3233,7.766263548666398,0,0
25426,7.422740094012429,0,0
5958,-6.262207364681307,3,1
6984,3.1625384965778736,0,0
26612,4.209692277845914,0,0
6806,-4.054082934931793,3,1
23784,-1.5188724518931522,3,1
2702,14.183061635721486,0,0
12726,0.8562603014706841,0,0
7452,8.411987953224628,0,0
12346,-3.4996060449329445,3,1
20428,2.9876981890853473,0,0
23976,7.704992281765421,0,0
6667,-8.84305220898942,3,1
13302,6.605432354084266,0,0
24877,-2.701288867778409,3,1
18510,1.9731793292857773,0,0
3114,-7.354525723144739,3,1
26652,4.8347411775735605,0,0
19882,15.524966505239474,0,0
3018,-8.180895354488467,3,1
18003,-0.5010659359510363,3,1
12121,4.965007193793733,0,0
10670,-0.34292329524162923,3,1
19953,2.854573413721411,0,0
4645,-4.364298204104541,3,1
11761,16.452106269605384,0,0
8263,5.056977161483606,0,0
7116,-3.564338748701953,3,1
25630,8.815655613014712,0,0
700,4.330061071577905,0,1
22196,-0.11284415101295764,3,1
27570,-6.552479664641647,3,1
19642,-3.743997646822036,3,1
7316,3.0692384493528992,0,0
7029,1.5771780941821776,0,0
23610,-6.1761620186558615,3,1
1175,-7.9637079611033466,3,1
11678,-3.9849330920109285,3,1
18967,16.264783319114848,0,0
3031,-6.645022587569949,3,1
144,-5.431337874175577,3,1
12337,0.7001250737487894,0,0
2,-5.853149246887139,3,1
13857,15.334512472565864,0,0
532,-5.250351033205855,3,1
10280,-8.362873972692961,3,1
2752,5.462135764435939,0,0
6848,4.97201044752892,0,0
4298,6.84739020213845,0,0
15216,3.043904043382049,0,0
11661,-8.233401667839297,3,1
27687,-1.8390046438143894,3,1
15236,-2.6140557559937676,3,1
18918,5.051245856570562,0,0
8336,9.591622385606058,0,0
28751,3.865766272459748,0,1
13512,-9.122894218706952,3,1
20847,-7.733546839486346,3,1
15719,-8.173907390297481,3,1
11083,-5.642262477176133,3,1
5009,-8.41017283458763,3,1
7630,-6.945841543034932,3,1
11708,3.895992255054999,0,0
2081,-1.0856348594371372,3,1
5525,9.946043810370842,0,0
1455,7.696153901212657,0,0
8229,1.5561894681543404,0,0
6326,5.817213070302917,0,0
16345,-8.12004091658819,3,1
21688,2.193131817298932,0,0
2244,2.0586974736291213,0,0
11915,-3.4959531405395534,3,1
3979,-6.416378228078039,3,1
20656,-1.1476140570437874,3,1
22231,4.663970629643911,0,1
16809,2.2315665579678146,0,0
7952,-5.608389971920444,3,1
4629,-7.056698723113053,3,1
23210,2.4226043419369647,0,0
670,-7.934638530271998,3,1
2568,7.840684281767556,0,0
22273,-3.3942284092895783,3,1
18669,-7.850122609703805,3,1
26153,1.6398011390376537,0,0
23687,-8.473868489208208,3,1
24948,-5.639784179015869,3,1
27778,1.981701741034401,0,0
6948,3.1462626015143496,0,0
9343,-6.146489956601743,3,1
14075,-4.283676379404694,3,1
7090,4.530327063358684,0,0
29933,10.27594551207973,0,1
20358,-6.739560893074588,3,1
9229,8.904598055768119,0,0
10045,-2.6996774972189392,3,1
15352,-4.512674258666708,3,1
3197,-3.011413167321944,3,1
16739,-4.414755865384743,3,1
7257,-7.83426601637391,3,1
10463,-6.582898604135103,3,1
1497,-3.5923006592835733,3,1
22638,4.798618719871964,0,0
3048,-5.529174614320093,3,1
5400,5.013586442234242,0,0
12190,-6.429490397162754,3,1
11252,-4.828419608384864,3,1
16317,14.47239927040852,0,0
16414,2.0042711225690857,0,0
2893,11.253431608125888,0,0
13939,2.6231123727200374,0,0
21614,1.873369536326504,0,0
11096,-3.4540907543715598,3,1
27330,5.517352326211354,0,0
27455,4.958894082243448,0,0
3203,4.599886172122792,0,0
2845,-6.4178846879294325,3,1
6749,-0.7608850034288057,3,1
5506,8.9222856265466,0,0
4924,-5.542073722758821,3,1
5420,7.659673817139743,0,0
27588,10.36369760415001,0,0
1015,3.352759064684272,0,0
23308,10.110062042957827,0,0
11910,3.149366245897084,0,0
8168,1.574298416540475,0,0
13643,4.912269782734353,0,0
27059,6.250911791836395,0,0
5708,-7.4798720267785015,3,1
9156,13.985430062183456,0,0
25960,-7.307248515817333,3,1
928,1.1526937786193443,0,1
21145,5.222722268938286,0,0
10461,4.713803161555658,0,0
25520,4.77481615818307,0,0
857,6.167092940127294,0,1
17729,6.683215558888172,0,0
14079,-0.8937156778236428,3,1
6765,-1.4603578514634403,3,1
19472,6.978701869935588,0,0
13087,3.8818799107082427,0,0
26068,2.849012657068391,0,0
28524,15.082019148369342,0,0
13324,-7.880839541602798,3,1
27825,2.6285547051071543,0,0
13299,-6.983587985349037,3,1
14436,9.168466017556092,0,1
12133,3.2126372564789802,0,0
3135,8.320508575094841,0,0
16416,-5.404840431220685,3,1
16215,-7.964216976369978,3,1
28078,-5.034698265985772,3,1
19442,-6.818371096544153,3,1
13892,7.914796778816756,0,0
18593,5.879469794694713,0,0
3794,10.551656984640653,0,0
3880,5.127477957124332,0,0
6831,4.934897120793499,0,0
8859,-7.146504997669897,3,1
23901,1.6591062162501902,0,0
15629,0.7055518879911739,0,0
1542,4.346130281780317,0,0
6756,2.172209393683479,0,0
9511,-7.004876386499597,3,1
17454,10.756901059342512,0,0
25848,-7.993891806229126,3,1
2677,4.471217099743943,0,0
2829,3.046887765620703,0,0
7824,-1.5650906596507994,3,1
28582,-5.2573654382464925,3,1
6414,1.0727871678299115,0,0
29032,2.848466101049631,0,1
6255,-1.3179008878814162,3,1
13161,2.713674976418807,0,0
19220,2.440477290100175,0,0
22097,5.282219014283861,0,0
7876,3.072283247387959,0,0
6444,-5.827538884627346,3,1
27845,6.483857241905687,0,0
27812,2.019398980185586,0,0
13376,0.7440256500504585,0,1
490,-2.126240454831482,3,1
4612,-5.755594923977463,3,1
14018,14.768923447872536,0,0
20865,-5.172989639024769,3,1
18663,0.8474038864633304,0,0
11462,2.6935661645604467,0,0
9359,-6.075678208851446,3,1
17167,3.4964203437326185,0,0
10176,-8.116486922353342,3,1
23507,6.477095750988649,0,0
24960,3.4918287775362833,0,0
20177,-8.975903377819295,3,1
21861,4.098189368599027,0,0
10256,-6.23734640874486,3,1
21620,7.714064512485866,0,0
27546,0.2770472518091648,1,0
3121,3.1309006903369667,0,0
8594,3.96684898007463,0,0
22207,-7.26856098867645,3,1
29472,-5.031124829809111,3,1
23751,-8.876575166513183,3,1
13542,0.15113793293342503,2,1
7590,4.886586049103956,0,0
17026,8.80680033803456,0,0
19964,-7.528238227356887,3,1
5236,16.11589093084447,0,0
3929,15.327578696940247,0,0
20457,6.709529962572333,0,0
12479,-1.4705258170720104,3,1
19034,7.148678179231931,0,0
661,-6.1555010093626485,3,1
17813,16.332634915257447,0,0
11586,-7.91022114152009,3,1
199,3.2823961878607353,0,0
2606,8.354479187964426,0,0
19951,2.2733359855005304,0,0
1266,-7.186977536971771,3,1
26895,-6.078089671868044,3,1
22937,5.452949795469856,0,0
23692,10.428531492886489,0,0
25764,9.088928019498393,0,1
24590,3.279669187436082,0,0
17360,-2.7889200640534657,3,1
10672,21.92184042684739,0,0
3834,-0.28234947020350987,3,1
23805,8.832717263685465,0,0
1538,-6.745277879126037,3,1
25954,-8.285815226851337,3,1
5952,-7.523508350441553,3,1
20129,9.608817151621366,0,0
20759,2.0778224014599864,0,0
16859,6.565821868547445,0,0
275,-8.871894433773535,3,1
26089,-1.073828091695873,3,1
27403,5.794386108775565,0,0
3085,5.786973401355108,0,0
27510,1.4477473142288617,0,0
29036,2.4232254224015017,0,0
23311,6.936785144525615,0,0
18920,1.0810960440623756,0,1
19265,-4.774892892391765,3,1
26741,5.6157703420005785,0,1
15222,-8.56413174305575,3,1
20113,-7.724797389958659,3,1
20949,9.40219093529948,0,0
1590,3.9000989660184664,0,0
18227,-0.1652186578802759,3,1
29884,6.003384517683763,0,0
22826,2.6649876505456738,0,0
21594,5.03276782593874,0,0
24452,-7.8238120076334585,3,1
11973,-2.3665082565823408,3,1
6304,5.20033934316246,0,0
21338,0.958108496973411,0,1
20921,-7.548908644444918,3,1
7199,3.692777832915024,0,0
29355,-5.000079129512646,3,1
26698,-7.737909093971039,3,1
12449,-8.508122095772602,3,1
9043,-7.748888890310383,3,1
6363,4.526808436929096,0,0
26564,1.82713922448262,0,0
22977,-1.3490804403968895,3,1
10510,24.515779561941326,0,0
12288,-7.301038563884934,3,1
13827,7.9712262902664,0,0
2908,10.534514504141956,0,0
17609,-7.807976841858222,3,1
19170,-7.779330541382391,3,1
19218,-1.7126443902051367,3,1
10374,3.79453385240076,0,0
7370,-4.754284391685703,3,1
547,7.925198035643792,0,0
10085,11.456462118189293,0,0
16931,3.1584572786276075,0,0
9852,0.25438895200171174,0,1
14469,1.858056568191339,0,0
12685,-4.7243363483555365,3,1
2560,-6.811369525542999,3,1
2268,-0.7225630379737034,3,1
6312,-7.4441615154406175,3,1
7080,7.9322858153533105,0,0
1278,-4.662231618086243,3,1
13333,2.4322018877107077,0,0
26127,-1.3015391363844238,3,1
7647,-3.5278566551307193,3,1
9449,4.256210123742719,0,0
1236,-5.897002085353393,3,1
25299,4.088474364504128,0,0
21272,-6.097561997680068,3,1
8242,0.2064820844982762,1,1
24445,2.193020399680831,0,0
2837,-4.611466248335368,3,1
3652,-4.2368133892062545,3,1
14678,-2.8584239572726062,3,1
2766,-7.338641974505304,3,1
8530,-4.691469219829451,3,1
9500,8.34540193486352,0,0
11990,5.169123399560477,0,0
1764,-0.6829577161156166,3,1
21817,-5.000908229554372,3,1
21067,-9.110302077378286,3,1
2813,2.7344100359331467,0,0
10962,3.6535267063657457,0,0
6558,13.079440120555315,0,0
14556,2.634417533327605,0,0
1837,-4.201269232223011,3,1
261,-5.238847624092499,3,1
17818,3.893667796773109,0,0
18821,-5.7779817930972435,3,1
5318,-3.1892926314102787,3,1
17989,-4.84217419237668,3,1
23291,4.727072269389236,0,0
15364,-6.931677935929516,3,1
2605,1.1320156052502952,0,1
4057,-3.7181583305022974,3,1
22654,7.436377519121898,0,0
24710,-8.97700600726666,3,1
15113,2.260112987851489,0,0
13922,-5.101154822833257,3,1
14524,-6.504053639693705,3,1
20615,1.383216105801703,0,0
16489,-4.392327379593384,3,1
13513,2.370800574437648,0,0
18347,-6.7984041867531,3,1
241,1.1011612154789177,0,0
9818,-7.920646921840724,3,1
1413,1.5381132308834473,0,0
10554,-0.8275230684212609,3,1
